,internalTaxonId,scientificName,name,language,main
77376,51364319,Lestes australis,Southern Spreadwing,English,True
77377,36243,Ormocarpopsis itremoensis,Hazomahery,Malagasy,True
77378,68603351,Atractus emigdioi,Emigdio’s Ground Snake,English,True
77379,68603427,Chironius spixii,Sipo,English,True
77380,84784918,Aetomylaeus nichofii,Banded Eagle Ray,English,True
77382,60121,Aetomylaeus vespertilio,Ornate Eagle Ray,English,True
77434,161597,Alopias pelagicus,Pelagic Thresher,English,True
77446,63119,Amblyraja hyperborea,Arctic Skate,English,True
77447,41718,Apristurus albisoma,White-bodied Catshark,English,True
77448,42701,Apristurus ampliceps,Roughskin Catshark,English,True
77449,42703,Apristurus bucephalus,Bighead Catshark,English,True
77453,44217,Apristurus longicephalus,Longhead Catshark,English,True
77457,161596,Aptychotrema rostrata,Eastern Shovelnose Ray,English,True
77458,60179,Aptychotrema timorensis,Spotted Shovelnose Ray,English,True
77461,44186,Aptychotrema vincentiana,Western Shovelnose Ray,English,True
77463,41720,Asymbolus analis,Grey Spotted Catshark,English,True
77464,41721,Asymbolus funebris,Blotched Catshark,English,True
77465,41722,Asymbolus occiduus,Western Spotted Catshark,English,True
77466,41723,Asymbolus pallidus,Pale Spotted Catshark,English,True
77467,41724,Asymbolus parvus,Dwarf Catshark,English,True
77470,41725,Asymbolus rubiginosus,Orange Spotted Catshark,English,True
77472,41726,Asymbolus submaculatus,Variegated Catshark,English,True
77473,41727,Asymbolus vincenti,Gulf Catshark,English,True
77474,41728,Atelomycterus fasciatus,Banded Catshark,English,True
77476,41729,Atelomycterus macleayi,Australian Marbled Catshark,English,True
77477,161434,Atelomycterus marnkalha,Eastern Banded Catshark,English,True
77478,41731,Aulohalaelurus labiosus,Black Spotted Catshark,English,True
77480,161387,Bathyraja ishiharai,Abyssal Skate,English,True
77483,39335,Brachaelurus colcloughi,Colclough's Shark,English,True
77484,41732,Brachaelurus waddi,Blind Shark,English,True
77485,44171,Bythaelurus incanus,Sombre Catshark,English,True
77490,41743,Callorhinchus milii,Elephant Fish,English,True
77492,161526,Carcharhinus albimarginatus,Silvertip Shark,English,True
77495,70680197,Carcharhinus dussumieri,Whitecheek Shark,English,True
77496,41735,Carcharhinus fitzroyensis,Creek Whaler,English,True
77498,41739,Carcharhinus tilstoni,Australian Blacktip Shark,English,True
77499,195485,Centrophorus westraliensis,Western Gulper Shark,English,True
77505,41746,Centroscyllium kamoharai,Bareskin Dogfish,English,True
77507,41749,Centroscymnus owstonii,Roughskin Dogfish,English,True
77508,42706,Cephaloscyllium albipinnum,Whitefin Swellshark,English,True
77509,174145,Cephaloscyllium cooki,Cook’s Swellshark,English,True
77510,195422,Cephaloscyllium hiscosellum,Reticulate Swellshark,English,True
77514,41753,Cephaloscyllium laticeps,Australian Swellshark,English,True
77515,181361,Cephaloscyllium signourum,Flagtail Swellshark,English,True
77516,42710,Cephaloscyllium speccum,Speckled Swellshark,English,True
77517,42707,Cephaloscyllium variegatum,Saddled Swellshark,English,True
77518,42709,Cephaloscyllium zebrum,Narrowbar Swellshark,English,True
77520,41872,Chiloscyllium punctatum,Grey Carpetshark,English,True
77521,195427,Chimaera argiloba,Whitefin Chimaera,English,True
77522,195429,Chimaera fulva,Southern Chimaera,English,True
77525,60185,Chimaera lignaria,Giant Chimaera,English,True
77526,195430,Chimaera macrospina,Longspine Chimaera,English,True
77527,195432,Chimaera obscura,Shortspine Chimaera,English,True
77530,41794,Chlamydoselachus anguineus,Frilled Shark,English,True
77531,161321,Cirrhigaleus australis,Southern Mandarin Shark,English,True
77533,41796,Bathytoshia brevicaudata,Short-tail Stingray,English,True
77534,195443,Dentiraja flindersi,Pygmy Thornback Skate,English,True
77537,161489,Dentiraja lemprieri,Thornback Skate,English,True
77539,195444,Dipturus acrobelus,Deepwater Skate,English,True
77540,195445,Dipturus apricus,Pale Tropical Skate,English,True
77542,195447,Dipturus falloargus,False Argus Skate,English,True
77543,195448,Dipturus grahami,Graham's Skate,English,True
77545,161535,Dipturus gudgeri,Bight Skate,English,True
77547,195449,Dipturus healdi,Heald's Skate,English,True
77548,195450,Dipturus melanospilus,Blacktip Skate,English,True
77549,195451,Dipturus oculus,Ocellate Skate,English,True
77550,202053,Dipturus polyommata,Argus Skate,English,True
77551,195452,Dipturus queenslandicus,Queensland Deepwater Skate,English,True
77552,195453,Dipturus wengi,Weng's Skate,English,True
77554,41802,Echinorhinus cookei,Prickly Shark,English,True
77555,161649,Etmopterus brachyurus,Short-tail Lanternshark,English,True
77556,41805,Etmopterus dianthus,Pink Lanternshark,English,True
77557,41806,Etmopterus dislineatus,Lined Lanternshark,English,True
77558,41807,Etmopterus evansi,Blackmouth Lanternshark,English,True
77559,41808,Etmopterus fusus,Pygmy Lanternshark,English,True
77561,161407,Etmopterus molleri,Slendertail Lanternshark,English,True
77562,124696811,Etmopterus unicolor,Brown Lanternshark,English,True
77563,41873,Eucrossorhinus dasypogon,Tasselled Wobbegong,English,True
77567,41810,Eusphyra blochii,Winghead Shark,English,True
77570,41811,Figaro boardmani,Australian Sawtail Shark,English,True
77571,42711,Figaro striatus,Northern Sawtail Shark,English,True
77572,39351,Furgaleus macki,Whiskery Shark,English,True
77573,41812,Galeus gracilis,Slender Sawtail Shark,English,True
77575,60166,Glaucostegus granulatus,Sharpnose Guitarfish,English,True
77577,104061138,Glaucostegus typus,Giant Guitarfish,English,True
77578,161342,Gymnura australis,Australian Butterfly Ray,English,True
77579,42713,Halaelurus sellus,Rusty Catshark,English,True
77580,161539,Hemigaleus australiensis,Australian Weasel Shark,English,True
77583,41874,Hemipristis elongata,Snaggletooth Shark,English,True
77584,41818,Hemiscyllium ocellatum,Epaulette Shark,English,True
77585,41820,Hemiscyllium trispeculare,Speckled Carpetshark,English,True
77587,41821,Hemitriakis abdita,Darksnout Hound Shark,English,True
77588,41822,Hemitriakis falcata,Sicklefin Hound Shark,English,True
77591,41824,Heterodontus galeatus,Crested Hornshark,English,True
77592,39334,Heterodontus portusjacksoni,Port Jackson Shark,English,True
77593,161674,Hexatrygon bickelli,Sixgill Stingray,English,True
77596,195456,Himantura leoparda,Leopard Whipray,English,True
77605,161692,Himantura uarnak,Reticulate Whipray,English,True
77606,195433,Hydrolagus homonycteris,Black Ghostshark,English,True
77608,60192,Hydrolagus lemures,Blackfin Ghostshark,English,True
77609,195434,Hydrolagus marmoratus,Marbled Ghostshark,English,True
77611,60195,Hydrolagus ogilbyi,Ogilby’s Ghostshark,English,True
77614,41828,Hypnos monopterygius,Coffin Ray,English,True
77616,39354,Hypogaleus hyugaensis,Pencil Shark,English,True
77617,41829,Iago garricki,Longnose Hound Shark,English,True
77618,161390,Insentiraja laxipella,Eastern Looseskin Skate,English,True
77620,161553,Insentiraja subtilispinosa,Western Looseskin Skate,English,True
77622,161655,Irolita waitii,Southern Round Skate,English,True
77623,195457,Irolita westraliensis,Western Round Skate,English,True
77624,195458,Leucoraja pristispina,Sawback Skate,English,True
77629,195459,Mobula alfredi,Reef Manta Ray,English,True
77631,39355,Mustelus antarcticus,Gummy Shark,English,True
77632,63165,Mustelus ravidus,Grey Gummy Shark,English,True
77633,42716,Mustelus stevensi,Western Spotted Gummy Shark,English,True
77634,195426,Mustelus walkeri,Eastern Spotted Gummy Shark,English,True
77636,161700,Narcine lasti,Western Numbfish,English,True
77637,60124,Myliobatis hamlyni,Purple Eagle Ray,English,True
77638,195460,Narcine nelsoni,Eastern Numbfish,English,True
77639,195462,Narcine ornata,Ornate Numbfish,English,True
77640,161628,Narcine tasmaniensis,Tasmanian Numbfish,English,True
77641,161346,Narcine westraliensis,Banded Numbfish,English,True
77643,60150,Neotrygon annotata,Plain Maskray,English,True
77644,60156,Neotrygon leylandi,Painted Maskray,English,True
77645,195463,Neotrygon ningalooensis,Ningaloo Maskray,English,True
77646,195464,Neotrygon picta,Speckled Maskray,English,True
77647,195465,Notoraja azurea,Blue Skate,English,True
77648,161647,Notoraja hirticauda,Ghost Skate,English,True
77649,161559,Notoraja ochroderma,Pale Skate,English,True
77650,195468,Notoraja sticta,Blotched Skate,English,True
77651,195469,Okamejei arafurensis,Arafura Skate,English,True
77652,195470,Okamejei leptoura,Thintail Skate,English,True
77653,161664,Orectolobus floridus,Floral Banded Wobbegong,English,True
77655,161709,Orectolobus halei,Banded Wobbegong,English,True
77656,42717,Orectolobus hutchinsi,Western Wobbegong,English,True
77657,41837,Orectolobus maculatus,Spotted Wobbegong,English,True
77658,41838,Orectolobus ornatus,Ornate Wobbegong,English,True
77659,161651,Orectolobus parvimaculatus,Dwarf Spotted Wobbegong,English,True
77660,195439,Orectolobus reticulatus,Network Wobbegong,English,True
77661,41839,Orectolobus wardi,Northern Wobbegong,English,True
77662,41840,Oxynotus bruniensis,Prickly Dogfish,English,True
77663,41841,Parascyllium collare,Collared Carpetshark,English,True
77664,195440,Parascyllium elongatum,Elongate Carpetshark,English,True
77665,41842,Parascyllium ferrugineum,Rusty Carpetshark,English,True
77666,41843,Parascyllium sparsimaculatum,Ginger Carpetshark,English,True
77668,41844,Parascyllium variolatum,Varied Carpetshark,English,True
77669,161337,Pavoraja alleni,Allens Skate,English,True
77671,195471,Pavoraja arenaria,Sandy Skate,English,True
77672,195472,Pavoraja mosaica,Mosaic Skate,English,True
77676,161370,Pavoraja nitida,Peacock Skate,English,True
77677,195473,Pavoraja pseudonitida,False Peacock Skate,English,True
77679,60111,Plesiobatis daviesi,Giant Stingaree,English,True
77681,39327,Pristiophorus cirratus,Common Sawshark,English,True
77682,42720,Pristiophorus delicatus,Tropical Sawshark,English,True
77683,41846,Pristiophorus nudipinnis,Southern Sawshark,English,True
77686,46865,Scymnodon plunketi,Plunket's Shark,English,True
77687,42721,Rhinobatos sainsburyi,Goldeneye Shovelnose Ray,English,True
77690,60146,Rhinochimaera pacifica,Pacific Spookfish,English,True
77692,161530,Rhinoptera neglecta,Australian Cownose Ray,English,True
77693,41852,Rhizoprionodon taylori,Australian Sharpnose Shark,English,True
77695,41853,Rhynchobatus australiae,Bottlenose Wedgefish,English,True
77696,41855,Scymnodalatias albicauda,Whitetail Dogfish,English,True
77697,195477,Sinobatis bulbicauda,Western Legskate,English,True
77699,195478,Sinobatis caerulea,Blue Legskate,English,True
77700,195479,Sinobatis filicauda,Eastern Legskate,English,True
77703,41857,Somniosus antarcticus,Southern Sleeper Shark,English,True
77704,41858,Squaliolus aliae,Smalleye Pygmy Shark,English,True
77705,42723,Squalus albifrons,Eastern Highfin Spurdog,English,True
77706,158616,Squalus altipinnis,Western Highfin Spurdog,English,True
77707,161360,Squalus chloroculus,Greeneye Spurdog,English,True
77708,42725,Squalus crassispinus,Fatspine Spurdog,English,True
77709,158617,Squalus edmundsi,Edmunds’ Spurdog,English,True
77710,42727,Squalus grahami,Eastern Longnose Spurdog,English,True
77711,161404,Squalus montalbani,Philippine Spurdog,English,True
77712,42726,Squalus nasutus,Western Longnose Spurdog,English,True
77713,42722,Squalus notocaudatus,Bartail Spurdog,English,True
77714,42729,Squatina albipunctata,Eastern Angel Shark,English,True
77715,41862,Squatina australis,Australian Angel Shark,English,True
77716,42728,Squatina pseudocellata,Western Angel Shark,English,True
77718,41863,Squatina tergocellata,Ornate Angel Shark,English,True
77720,41864,Sutorectus tentaculatus,Cobbler Wobbegong,English,True
77728,60162,Taeniurops meyeni,Blotched Fantail Ray,English,True
77729,60080,Trygonoptera galba,Yellow Shovelnose Stingaree,English,True
77730,60081,Trygonoptera imitata,Eastern Shovelnose Stingaree,English,True
77734,60082,Trygonoptera mucosa,Western Shovelnose Stingaree,English,True
77735,60083,Trygonoptera ovalis,Striped Stingaree,English,True
77736,60084,Trygonoptera personata,Masked Stingaree,English,True
77737,60085,Trygonoptera testacea,Common Stingaree,English,True
77738,39413,Urogymnus asperrimus,Porcupine Ray,English,True
77740,60088,Urolophus bucculentus,Sandyback Stingaree,English,True
77741,60089,Urolophus circularis,Circular Stingaree,English,True
77743,60090,Urolophus cruciatus,Banded Stingaree,English,True
77744,60092,Urolophus expansus,Wide Stingaree,English,True
77745,60093,Urolophus flavomosaicus,Patchwork Stingaree,English,True
77747,60094,Urolophus gigas,Spotted Stingaree,English,True
77748,42730,Urolophus kapalensis,Kapala Stingaree,English,True
77749,60097,Urolophus lobatus,Lobed Stingaree,English,True
77751,60098,Urolophus mitosis,Mitotic Stingaree,English,True
77752,60100,Urolophus orarius,Coastal Stingaree,English,True
77755,60102,Urolophus paucimaculatus,Sparsely-spotted Stingaree,English,True
77756,60103,Urolophus piperatus,Coral Sea Stingaree,English,True
77757,60104,Urolophus sufflavus,Yellowback Stingaree,English,True
77758,60105,Urolophus viridis,Greenback Stingaree,English,True
77759,60106,Urolophus westraliensis,Brown Stingaree,English,True
77761,64442,Zearaja maugeana,Maugean Skate,English,True
77762,68501482,Schizolaena tampoketsana,Sohisika,Malagasy,True
77766,68501347,Sylvichadsia grandidieri,Sagnira,Malagasy,True
77768,68501365,Erythrophysa paniculata,Handy,Malagasy,True
77780,68501437,Bathiorhamnus vohemarensis,Telotritry,Malagasy,True
77782,68501329,Hyperacanthus mandenensis,Taolanina,Malagasy,True
77789,68501523,Phanerodiscus capuronii,Tsilongotongotra,Malagasy,True
77791,68501468,Tabernaemontana capuronii,Antafana,Malagasy,True
77799,63761320,Afroanthracites usambaricus,West Usambara Afroanthracites,English,True
77800,63761348,Afroanthracites viridis,Green Afroanthracites,English,True
77801,63761735,Aerotegmina megaloptera,Coastal Balloon Bushcricket,English,True
77802,63761740,Aerotegmina shengenae,Pare Balloon Bushcricket,English,True
77803,63761756,Aerotegmina taitensis,Taita Balloon Bushcricket,English,True
77804,63761860,Afrophisis flagellata,Flagellate Spider Bushcricket,English,True
77805,63761899,Afrophisis mazumbaiensis,Mazumbai Spider Bushcricket,English,True
77806,63762011,Afrophisis pseudoflagellata,Pseudoflagellate Spider Bushcricket,English,True
77807,63762015,Afrophisis tanzanica,Tanzanian Spider Bushcricket,English,True
77808,63763363,Rhainopomma montanum,Taita Striped Grasshopper,English,True
77811,33958,Aniba rosiodora,Bois de rose,French,True
77812,178311,Microlophus peruvianus,Peru Pacific Iguana,English,True
77813,68974289,Pseudococcus markharveyi,Banksia montana Mealybug,English,True
77814,68981261,Acizzia mccarthyi,McCarthy’s Plant-louse,English,True
77815,68982125,Peperomia septentrionalis,Wild Bermuda Pepper,English,True
77816,68982341,Varronia brownei,Black Sage,English,True
77817,44937676,Bombus citrinus,Lemon Cuckoo Bumblebee,English,True
77819,68983427,Vernonia arborescens,Fleabane,English,True
77820,44937809,Bombus melanopygus,Black Tail Bumble Bee,English,True
77822,68983611,Psychotria ligustrifolia,Smooth Wild Coffee,English,True
77823,68983987,Spermacoce tetraquetra,Pineland False Buttonweed     ,English,True
77835,68984104,Stenostomum lucidum,Aguacatillo     ,Spanish; Castilian,True
77836,44937688,Bombus insularis,Indiscriminate Cuckoo Bumble Bee,English,True
77848,68984666,Volkameria aculeata,Prickly Myrtle     ,English,True
77849,44937707,Bombus bifarius,Two Form Bumble Bee,English,True
77850,44937719,Bombus bimaculatus,Two-spotted Bumblebee,English,True
77851,44937726,Bombus caliginosus,Obscure Bumble Bee,English,True
77852,44937777,Bombus centralis,Central Bumble Bee,English,True
77853,44937790,Bombus frigidus,Frigid Bumble Bee,English,True
77854,44937797,Bombus impatiens,Common Eastern Bumblebee,English,True
77855,44937898,Bombus mixtus,Fuzzy-horned Bumble Bee,English,True
77856,44937666,Bombus morrisoni,Morrison Bumble Bee,English,True
77857,44937925,Bombus perplexus,Confusing Bumblebee,English,True
77858,39056,Aloe helenae,Vahondrandra,Malagasy,True
77861,67963793,Coryphaenoides thelestomus,Roughlip Grenadier,English,True
77866,187455,Symphodus trutta,Emerald Wrasse,English,True
77868,187595,Symphodus caeruleus,Bodião Verde,Portuguese,True
77872,178851,Rhizophora mangle,Red Mangrove,English,True
77873,19218731,Ulmus minor,Field Elm,English,True
77876,69119640,Hyperolius spinigularis,Spiny-throated Reed Frog,English,True
77881,38231,Dalbergia hildebrandtii,Tsiandalana,Malagasy,True
77886,38242,Dalbergia lemurica,Manipika,Malagasy,True
77888,38267,Dalbergia neoperrieri,Manary,Malagasy,True
