,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
60907,49256665,49254331,Amazoneura westfalli,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Amazoneura,westfalli,,,,"(Machado, 2001)",Least Concern,,3.1,Unknown,Global
60908,49256701,49254316,Protoneura macintyrei,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Protoneura,macintyrei,,,,"Kennedy, 1939",Near Threatened,,3.1,Unknown,Global
60909,49256741,49254503,Platystigma martinezi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Platystigma,martinezi,,,,"(Machado, 1985)",Data Deficient,,3.1,Unknown,Global
60964,49416663,13389656,Zosteraeschna usambarica,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Zosteraeschna,usambarica,,,,"Förster, 1906",Least Concern,,3.1,Unknown,Global
60965,49417060,49416876,Aciagrion dondoense,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Aciagrion,dondoense,,,,"Dijkstra, 2007",Least Concern,,3.1,Unknown,Global
61161,50136962,19198647,Megachile alpicola,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,alpicola,,,,"Alfken, 1924",Data Deficient,,3.1,Unknown,Global & Europe
61162,50137061,19198420,Megachile apennina,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,apennina,,,,"Benoist, 1940",Data Deficient,,3.1,Unknown,Global & Europe
61163,50137449,19199914,Megachile baetica,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,baetica,,,,"(Gerstäcker, 1869)",Data Deficient,,3.1,Unknown,Global & Europe
61164,50137481,19198485,Megachile benoisti,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,benoisti,,,,"(Tkalců, 1977)",Data Deficient,,3.1,Unknown,Global & Europe
61165,50137494,19199547,Megachile binominata,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,binominata,,,,"Smith, 1853",Data Deficient,,3.1,Unknown,Global & Europe
61166,50137534,19198586,Megachile bioculata,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,bioculata,,,,"Pérez, 1902",Data Deficient,,3.1,Unknown,Global & Europe
61167,50137589,19199891,Megachile breviceps,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,breviceps,,,,"Friese, 1898",Data Deficient,,3.1,Unknown,Global & Europe
61168,50137725,19199112,Megachile canariensis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,canariensis,,,,"Pérez, 1902",Data Deficient,,3.1,Unknown,Global & Europe
61169,50137892,19198923,Megachile canescens,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,canescens,,,,"(Brullé, 1832)",Data Deficient,,3.1,Unknown,Global & Europe
61170,50137978,19199706,Megachile cressa,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,cressa,,,,"(Tkalců, 1988)",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean"
61171,50138120,19199903,Megachile dacica,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,dacica,,,,"Mocsary, 1879",Data Deficient,,3.1,Unknown,Global & Europe
61172,50139691,19198678,Megachile ghilianii,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,ghilianii,,,,"Spinola, 1843",Data Deficient,,3.1,Unknown,Global & Europe
61173,50140097,19198796,Megachile gothalauniensis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,gothalauniensis,,,,"Pérez, 1902",Data Deficient,,3.1,Unknown,Global & Europe
61174,50140346,19199168,Megachile hohmanni,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,hohmanni,,,,"Tkalců, 1993",Data Deficient,,3.1,Unknown,Global & Europe
61175,50140381,19199784,Megachile lagopoda,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,lagopoda,,,,"(Linnaeus, 1761)",Least Concern,,3.1,Unknown,Global & Europe
61176,50140613,19199429,Megachile lucidifrons,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,lucidifrons,,,,"Ferton, 1905",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean"
61177,50141360,19198752,Megachile mavromoustakisi,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,mavromoustakisi,,,,"van der Zanden, 1992",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean"
61178,50141876,19199521,Megachile opacifrons,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,opacifrons,,,,"Pérez, 1897",Data Deficient,,3.1,Unknown,Global & Europe
61179,50141970,19199035,Megachile parietina,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,parietina,,,,"(Geoffroy, 1785)",Least Concern,,3.1,Unknown,Global & Europe
61180,50142138,19198901,Megachile pugillatoria,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,pugillatoria,,,,"Costa, 1863",Data Deficient,,3.1,Unknown,Global & Europe
61181,50142153,19198646,Megachile punctatissima,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,punctatissima,,,,"Spinola, 1806",Data Deficient,,3.1,Unknown,Global & Europe
61182,50142166,19199142,Megachile pusilla,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,pusilla,,,,"Pérez, 1884",Data Deficient,,3.1,Unknown,Global & Europe
61183,50142315,19198600,Megachile roeweri,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,roeweri,,,,"(Alfken, 1927)",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean"
61184,50142400,19198798,Megachile rufescens,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,rufescens,,,,"(Pérez, 1879)",Data Deficient,,3.1,Unknown,Global & Europe
61185,50142482,19198908,Megachile semicircularis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,semicircularis,,,,"van der Zanden, 1996",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean"
61186,50142495,19199390,Megachile semipleta,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,semipleta,,,,"Cockerell, 1921",Data Deficient,,3.1,Unknown,Global & Europe
61187,50142579,19199059,Megachile troodica,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,troodica,,,,"Mavromoustakis, 1953",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean"
61406,50811123,16895615,Calliphona alluaudi,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Calliphona,alluaudi,,,,"Bolívar, 1893",Endangered,"B1ab(i,ii,iii,iv,v)",3.1,Decreasing,Global & Europe
61515,50986440,137728,Onthophagus panici,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,panici,,,,"Petrovitz, 1964",Least Concern,,3.1,Unknown,Global
61516,50986457,137870,Ateuchetus laticollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchetus,laticollis,,,,"Linnaeus, 1767",Least Concern,,3.1,Decreasing,Global
61521,51024499,137997,Onitis ezechias,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,ezechias,,,,"Reiche, 1856",Data Deficient,,3.1,Unknown,Global
61563,53710280,174177,Carcharodus tripolinus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,HESPERIIDAE,Carcharodus,tripolinus,,,,"(Verity, 1925)",Least Concern,,3.1,Stable,Global & Mediterranean
61564,53710347,174266,Cupido lorquinii,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Cupido,lorquinii,,,,"(Herrich-Schäffer, 1850)",Least Concern,,3.1,Decreasing,Global & Mediterranean
61565,53710653,174415,Chazara prieuri,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Chazara,prieuri,,,,"(Pierret, 1837)",Least Concern,,3.1,Decreasing,Global & Mediterranean
61566,53713010,173298,Plebejus bellieri,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Plebejus,bellieri,,,,"(Oberthür, 1910)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
61567,53713034,39489,Plebejus hespericus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Plebejus,hespericus,,,,"(Rambur, 1839)",Least Concern,,3.1,Decreasing,"Global, Europe & Mediterranean"
61568,53713070,173274,Plebejus psyloritus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Plebejus,psyloritus,,,,"(Freyer, 1845)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
61569,53713080,701,Plebejus zullichi,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Plebejus,zullichi,,,,"(Hemming, 1933)",Endangered,B1ab(v)c(iv)+2ab(v)c(iv),3.1,Decreasing,"Global, Europe & Mediterranean"
61570,53713327,173267,Polyommatus caelestissimus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Polyommatus,caelestissimus,,,,"(Verity, 1921)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
61571,53713357,173239,Polyommatus dolus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Polyommatus,dolus,,,,"(Hübner, 1823)",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
61572,53713543,195328,Polyommatus guezelmavi,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Polyommatus,guezelmavi,,,,"Olivier, Puplesiene, van der Poorten, de Prins &amp; Wiemers, 1999",Near Threatened,,3.1,Stable,Global & Mediterranean
61573,53713558,195329,Polyommatus iphicarmon,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Polyommatus,iphicarmon,,,,"Eckweiler &amp; Rose, 1993",Vulnerable,D2,3.1,Stable,Global & Mediterranean
61574,53713568,195330,Polyommatus lycius,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Polyommatus,lycius,,,,"(Carbonell, 1996)",Vulnerable,D1,3.1,Stable,Global & Mediterranean
61575,53713991,174239,Turanana taygetica,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Turanana,taygetica,,,,"(Rebel, 1902)",Near Threatened,,3.1,Decreasing,Global & Mediterranean
61576,53714375,173287,Hipparchia cretica,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Hipparchia,cretica,,,,"(Rebel, 1916)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
61577,53714381,173279,Hipparchia cypriensis,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Hipparchia,cypriensis,,,,"Holik, 1949",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
61578,53719536,174465,Polyommatus albicans,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Polyommatus,albicans,,,,"(Gerhard, 1851)",Least Concern,,3.1,Decreasing,Global & Mediterranean
61579,53719556,174466,Hipparchia mersina,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Hipparchia,mersina,,,,"Staudinger, 1871",Least Concern,,3.1,Stable,Global & Mediterranean
61580,53719688,173292,Maniola cypricola,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Maniola,cypricola,,,,"(Graves, 1928)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
61581,53719703,174397,Maniola megala,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Maniola,megala,,,,"Oberthür, 1909",Least Concern,,3.1,Decreasing,Global & Mediterranean
61582,53719758,174201,Melitaea aetherie,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Melitaea,aetherie,,,,"(Hübner, 1826)",Least Concern,,3.1,Decreasing,Global & Mediterranean
61583,53720029,174183,Leptidea reali,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PIERIDAE,Leptidea,reali,,,,"Reissinger, 1989",Least Concern,,3.1,Stable,Global & Mediterranean
61590,53798445,16895619,Calliphona gomerensis,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Calliphona,gomerensis,,,,"Pfau &amp; Pfau, 2007",Endangered,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global & Europe
61911,53930478,53925244,Epeolus intermedius,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Epeolus,intermedius,,,,"Perez, 1884",Data Deficient,,3.1,Unknown,Global & Europe
61912,53930542,53925670,Epeolus transitorius,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Epeolus,transitorius,,,,"Eversmann, 1852",Data Deficient,,3.1,Unknown,Global & Europe
62030,54143052,54143047,Cheirotonus jambar,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cheirotonus,jambar,,,,"Kurosawa, 1984",Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Decreasing,Global
62487,55271449,51269474,Metioche luteolus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TRIGONIDIIDAE,Metioche,luteolus,,,,"(Butler, 1876)",Vulnerable,D2,3.1,Unknown,Global
62488,55271477,51269484,Metioche payendeei,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TRIGONIDIIDAE,Metioche,payendeei,,,,"Hugel, 2012",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
62489,55271510,51269482,Metioche superbus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TRIGONIDIIDAE,Metioche,superbus,,,,"Hugel, 2012",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
62490,55271605,51269359,Paradecolya briseferi,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Paradecolya,briseferi,,,,"Hugel, 2010",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
62491,55271637,51269353,Rodriguesiophisis spinifera,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Rodriguesiophisis,spinifera,,,,"(Butler, 1876)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
62492,55298760,44709134,Leptophyes discoidalis,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Leptophyes,discoidalis,,,,"(Frivaldsky, 1867)",Vulnerable,"B2ab(iii,v)",3.1,Decreasing,Global & Europe
62513,55989213,20659152,Clonia wahlbergi,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Clonia,wahlbergi,,,,"Stål, 1855",Least Concern,,3.1,Unknown,Global
62514,55989218,20643683,Eulioptera reticulata,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Eulioptera,reticulata,,,,"(Brunner von Wattenwyl, 1878)",Least Concern,,3.1,Unknown,Global
62515,55989223,20635974,Pseudorhynchus pungens,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Pseudorhynchus,pungens,,,,"(Schaum, 1853)",Least Concern,,3.1,Unknown,Global
62645,56072537,20643749,Eulioptera spinulosa,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Eulioptera,spinulosa,,,,"Ragge, 1956",Least Concern,,3.1,Unknown,Global
62646,56072904,20643867,Tylopsis bilineolata,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Tylopsis,bilineolata,,,,"(Serville, 1838)",Least Concern,,3.1,Unknown,Global
62647,56072909,20643879,Tylopsis continua,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Tylopsis,continua,,,,"(Walker, 1869)",Least Concern,,3.1,Unknown,Global
62648,56072914,20643886,Tylopsis rubrescens,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Tylopsis,rubrescens,,,,"Kirby, 1900",Least Concern,,3.1,Unknown,Global
62649,56073927,20659649,Alfredectes browni,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Alfredectes,browni,,,,"Rentz, 1988",Data Deficient,,3.1,Unknown,Global
62650,56073932,20659682,Arytropteris granulithorax,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Arytropteris,granulithorax,,,,"Péringuey, 1916",Least Concern,,3.1,Unknown,Global
62651,56073937,20659685,Arytropteris pondo,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Arytropteris,pondo,,,,"Rentz, 1988",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
62652,56073942,20659710,Namaquadectes irroratus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Namaquadectes,irroratus,,,,"(Péringuey, 1916)",Data Deficient,,3.1,Unknown,Global
62653,56073947,20659726,Thoracistus arboreus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Thoracistus,arboreus,,,,"Rentz, 1988",Critically Endangered,B2ab(iii),3.1,Unknown,Global
62654,56073952,20659729,Thoracistus aureoportalis,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Thoracistus,aureoportalis,,,,"Rentz, 1988",Vulnerable,B1ab(iii),3.1,Unknown,Global
62655,56073957,20659732,Thoracistus jambila,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Thoracistus,jambila,,,,"Rentz, 1988",Endangered,B1ab(iii),3.1,Unknown,Global
62656,56073962,20659735,Thoracistus peringueyi,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Thoracistus,peringueyi,,,,"Pictet, 1888",Critically Endangered,B2ab(iii),3.1,Unknown,Global
62657,56073967,20659738,Thoracistus semeniphagus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Thoracistus,semeniphagus,,,,"Rentz, 1988",Endangered,B2ab(iii),3.1,Unknown,Global
62658,56073972,20659741,Thoracistus thyraeus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Thoracistus,thyraeus,,,,"Rentz, 1988",Endangered,B1ab(iii),3.1,Unknown,Global
62659,56073977,20659757,Transkeidectes multidentis,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Transkeidectes,multidentis,,,,"Naskrecki, 1992",Critically Endangered,B2ab(iii),3.1,Unknown,Global
62703,56140182,56140172,Agriocnemis bumhilli,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Agriocnemis,bumhilli,,,,"Kipping, Martens &amp; Suhling, 2012",Near Threatened,B1a+2a,3.1,Unknown,Global
62704,56142259,56142223,Microgomphus zebra,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Microgomphus,zebra,,,,"(Martin, 1911)",Data Deficient,,3.1,Unknown,Global
62705,56142559,184301,Pinheyschna waterstoni,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Pinheyschna,waterstoni,,,,"Peters &amp; Theishinger, 2011",Vulnerable,"B2ab(ii,iii)",3.1,Decreasing,Global & Pan-Africa
62706,56142628,56142623,Platycypha inyangae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,CHLOROCYPHIDAE,Platycypha,inyangae,,,,"Pinhey, 1958",Endangered,"B2ab(ii,iii)",3.1,Unknown,Global
62707,56142656,56142652,Pseudagrion estesi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Pseudagrion,estesi,,,,"Pinhey, 1971",Least Concern,,3.1,Unknown,Global
62708,56142802,56142792,Syncordulia legator,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,NOT ASSIGNED,Syncordulia,legator,,,,"Dijkstra, Samways &amp; Simaika, 2007",Vulnerable,B2ab(iii),3.1,Unknown,Global
62709,56142812,56142808,Syncordulia serendipator,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,NOT ASSIGNED,Syncordulia,serendipator,,,,"Dijkstra, Samways &amp; Simaika, 2007",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
62751,56178674,20633270,Conocephalus basutoanus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Conocephalus,basutoanus,,,,"Chopard, 1955",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
62752,56178679,20633459,Conocephalus conocephalus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Conocephalus,conocephalus,,,,"(Linnaeus, 1767)",Least Concern,,3.1,Unknown,Global
62753,56178684,20633843,Conocephalus iris,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Conocephalus,iris,,,,"(Serville, 1838)",Least Concern,,3.1,Unknown,Global
62754,56178689,20632896,Conocephalus longiceps,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Conocephalus,longiceps,,,,"(Peringuey, 1916)",Least Concern,,3.1,Unknown,Global
62755,56178694,20633133,Conocephalus maculatus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Conocephalus,maculatus,,,,"(Le Guillou, 1841)",Least Concern,,3.1,Unknown,Global
62756,56178699,20635101,Lanista annulicornis,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Lanista,annulicornis,,,,"(Walker, 1869)",Least Concern,,3.1,Unknown,Global
62757,56178704,20635503,Pseudorhynchus hastifer,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Pseudorhynchus,hastifer,,,,"(Schaum, 1853)",Least Concern,,3.1,Unknown,Global
62758,56179829,20636856,Acanthoplus speiseri,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Acanthoplus,speiseri,,,,"Brancsik, 1896",Least Concern,,3.1,Unknown,Global
62759,56180068,20638495,Acilacris furcatus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Acilacris,furcatus,,,,"Naskrecki, 1996",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
62760,56180073,20638574,Acilacris kristinae,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Acilacris,kristinae,,,,"Naskrecki, 1996",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
62761,56180078,20638633,Amyttacta farrelli,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Amyttacta,farrelli,,,,"Naskrecki, Bazelet &amp; Spearman, 2008",Least Concern,,3.1,Unknown,Global
62762,56180083,20638636,Amyttacta marakelensis,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Amyttacta,marakelensis,,,,"Naskrecki, Bazelet &amp; Spearman, 2008",Vulnerable,D2,3.1,Unknown,Global
62763,56180088,20639350,Aroegas dilatatus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Aroegas,dilatatus,,,,"Naskrecki, 1996",Vulnerable,D2,3.1,Unknown,Global
62764,56180093,20639917,Aroegas nigroornatus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Aroegas,nigroornatus,,,,"Péringuey, 1916",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
62765,56180098,20640815,Paracilacris lateralis,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Paracilacris,lateralis,,,,"Chopard, 1955",Vulnerable,B1ab(iii),3.1,Unknown,Global
62766,56180103,20640832,Paracilacris periclitatus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Paracilacris,periclitatus,,,,"Naskrecki, Bazelet &amp; Spearman, 2008",Critically Endangered,"B1ab(ii,iii,iv)+2ab(ii,iii,iv)",3.1,Unknown,Global
62767,56180116,20639359,Aroegas fuscus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Aroegas,fuscus,,,,"Naskrecki, 1996",Endangered,"B2ab(ii,iii,iv)",3.1,Unknown,Global
62768,56180174,20642121,Anoedopoda lamellata,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Anoedopoda,lamellata,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
62769,56180179,20641169,Aprosphylus sopatarum,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Aprosphylus,sopatarum,,,,"Naskrecki, 1994",Data Deficient,,3.1,Unknown,Global
62770,56180184,20641422,Cedarbergeniana imperfecta,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Cedarbergeniana,imperfecta,,,,"Naskrecki, 1994",Critically Endangered,B1ab(iii),3.1,Unknown,Global
62771,56180189,20641530,Griffiniana duplessisae,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Griffiniana,duplessisae,,,,"Naskrecki &amp; Bazelet, 2012",Critically Endangered,B1ab(iii),3.1,Unknown,Global
62772,56180289,20644020,Arantia fasciata,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Arantia,fasciata,,,,"(Walker, 1869)",Least Concern,,3.1,Unknown,Global
62773,56180299,20644114,Austrodontura castletoni,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Austrodontura,castletoni,,,,"Naskrecki &amp; Bazelet, 2011",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
62774,56180304,20644119,Brinckiella aptera,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Brinckiella,aptera,,,,"Naskrecki &amp; Bazelet, 2009",Vulnerable,B1ab(iii),3.1,Unknown,Global
