,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
34,510761,12953,Megalagrion jugorum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,jugorum,,,,"(Perkins, 1899)",Critically Endangered,B1ab(iii),3.1,Unknown,Global
35,510839,12958,Megalagrion oceanicum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,oceanicum,,,,"McLachlan, 1883",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
36,510946,12959,Megalagrion pacificum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,pacificum,,,,"(McLachlan, 1883)",Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
37,511063,12960,Megalagrion xanthomelas,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,xanthomelas,,,,"(Selys, 1876)",Endangered,"B2ab(ii,iii)",3.1,Unknown,Global
38,511184,12961,Megalagrion oahuense,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,oahuense,,,,"(Blackburn, 1884)",Vulnerable,D2,3.1,Unknown,Global
69,519366,137066,Catharsius rhinoceros,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Catharsius,rhinoceros,,,,"Klug, 1855",Data Deficient,,3.1,Unknown,Global
70,519435,137070,Deltochilum icarus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Deltochilum,icarus,,,,"(Olivier, 1789)",Least Concern,,3.1,Unknown,Global
71,519463,137072,Copris victorini,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,victorini,,,,"Boheman, 1857",Data Deficient,,3.1,Unknown,Global
72,519491,137074,Paraphytus africanus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Paraphytus,africanus,,,,"Boucomont, 1923",Data Deficient,,3.1,Unknown,Global
73,519505,137075,Coptorhina nitefacta,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coptorhina,nitefacta,,,,"Gillet, 1932",Data Deficient,,3.1,Unknown,Global
74,519628,137079,Anomiopus parallelus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,parallelus,,,,"(Harold, 1862)",Least Concern,,3.1,Unknown,Global
75,519642,137080,Cheironitis indicus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cheironitis,indicus,,,,"Lansberge, 1875",Data Deficient,,3.1,Unknown,Global
76,519678,137083,Ateuchus latus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,latus,,,,"(Boucomont, 1928)",Least Concern,,3.1,Unknown,Global
77,519692,137084,Onthophagus manya,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,manya,,,,"Matthews, 1972",Least Concern,,3.1,Unknown,Global
78,519714,137086,Canthidium calidum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,calidum,,,,"Harold, 1880",Data Deficient,,3.1,Unknown,Global
79,519862,137094,Onitis parvulus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,parvulus,,,,"Balthasar, 1963",Data Deficient,,3.1,Unknown,Global
80,519876,137095,Canthon divinator,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,divinator,,,,"Gistel, 1857",Data Deficient,,3.1,Unknown,Global
81,519904,137097,Coptodactyla lesnei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coptodactyla,lesnei,,,,"Paulian, 1933",Least Concern,,3.1,Unknown,Global
82,519918,137098,Onitis granulisetosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,granulisetosus,,,,"Ferreira, 1976",Least Concern,,3.1,Unknown,Global
83,519932,137099,Anomiopus bonariensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,bonariensis,,,,"(Bruch, 1925)",Least Concern,,3.1,Unknown,Global
84,519946,137100,Cryptocanthon nebulinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,nebulinus,,,,"Howden, 1973",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
85,519968,137103,Scarabaeus namibicus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,namibicus,,,,"Krajcik, 2006",Least Concern,,3.1,Unknown,Global
86,520010,137106,Anisocanthon pygmaeus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anisocanthon,pygmaeus,,,,"(Gillet, 1911)",Data Deficient,,3.1,Unknown,Global
87,520024,137107,Heliocopris faunus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Heliocopris,faunus,,,,"Boheman, 1857",Least Concern,,3.1,Unknown,Global
88,520038,137108,Ateuchus euchalceus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,euchalceus,,,,"(Balthasar, 1939)",Data Deficient,,3.1,Unknown,Global
89,520080,137111,Dichotomius schiffleri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,schiffleri,,,,"Vaz-de-Mello &amp; Louzada &amp; Gavino, 2001",Endangered,B2ab(iii),3.1,Unknown,Global
90,520094,137112,Canthidium luteum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,luteum,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
91,520178,137118,Canthon gemellatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,gemellatus,,,,"Erichson, 1847",Data Deficient,,3.1,Unknown,Global
92,520192,137119,Onthophagus lamgalio,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,lamgalio,,,,"Matthews, 1972",Data Deficient,,3.1,Unknown,Global
93,520220,137121,Scatonomus xanthopygus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scatonomus,xanthopygus,,,,"Pereira, 1954",Data Deficient,,3.1,Unknown,Global
94,520234,137122,Epirinus gratus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Epirinus,gratus,,,,"Péringuey, 1901",Least Concern,,3.1,Unknown,Global
95,520248,137123,Neosisyphus macrorubrus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Neosisyphus,macrorubrus,,,,"(Paschalidis, 1974)",Least Concern,,3.1,Unknown,Global
96,520414,137131,Canthon corpulentus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,corpulentus,,,,"Harold, 1868",Vulnerable,B2ab(iii),3.1,Unknown,Global
97,520484,137136,Onthophagus rufosignatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,rufosignatus,,,,"Macleay, 1864",Least Concern,,3.1,Unknown,Global
98,520498,137137,Thyregis relictus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Thyregis,relictus,,,,"Matthews, 1976",Data Deficient,,3.1,Unknown,Global
99,520526,137139,Dicranocara deschodti,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dicranocara,deschodti,,,,"Frolov &amp; Scholtz, 2003",Least Concern,,3.1,Unknown,Global
100,520644,137149,Sulcophanaeus actaeon,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Sulcophanaeus,actaeon,,,,"(Erichson, 1847)",Data Deficient,,3.1,Unknown,Global
101,520658,137150,Anomiopus smaragdinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,smaragdinus,,,,"(Westwood, 1842)",Least Concern,,3.1,Unknown,Global
102,520672,137151,Bdelyrus grandis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,grandis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
103,520708,137154,Scarabaeus galenus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,galenus,,,,"Westwood, 1847",Least Concern,,3.1,Unknown,Global
104,520722,137155,Frankenbergerius opacus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Frankenbergerius,opacus,,,,"Frolov &amp; Scholtz, 2005",Data Deficient,,3.1,Unknown,Global
105,520778,137159,Onthophagus villanuevai,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,villanuevai,,,,"Delgado &amp; Deloya, 1990",Near Threatened,,3.1,Decreasing,Global
106,520792,137160,Canthon podagricus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,podagricus,,,,"Harold, 1868",Least Concern,,3.1,Unknown,Global
107,520806,137161,Eodrepanus fastiditus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Eodrepanus,fastiditus,,,,"(Péringuey, 1901)",Least Concern,,3.1,Unknown,Global
108,520834,137163,Dichotomius nimuendaju,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,nimuendaju,,,,"Luederwaldt, 1925",Least Concern,,3.1,Unknown,Global
109,520848,137164,Canthon indigaceus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,indigaceus,,,,"Harold, 1868",Least Concern,,3.1,Unknown,Global
110,520862,137165,Cryptocanthon genieri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,genieri,,,,"Cook, 2002",Near Threatened,,3.1,Unknown,Global
111,520876,137166,Frankenbergerius armatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Frankenbergerius,armatus,,,,"(Boheman, 1857)",Least Concern,,3.1,Unknown,Global
112,520965,137169,Coprophanaeus terrali,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coprophanaeus,terrali,,,,"Arnaud, 2002",Data Deficient,,3.1,Unknown,Global
113,521007,137172,Dichotomius worontzowi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,worontzowi,,,,"(Pereira, 1942)",Least Concern,,3.1,Unknown,Global
114,521021,137173,Onthophagus lacustris,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,lacustris,,,,"Harold, 1877",Least Concern,,3.1,Unknown,Global
115,521057,137177,Onitis aeruginosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,aeruginosus,,,,"Klug, 1855",Data Deficient,,3.1,Unknown,Global
116,521071,137178,Phanaeus daphnis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Phanaeus,daphnis,,,,"Harold, 1863",Least Concern,,3.1,Stable,Global
117,521135,137183,Cryptocanthon rayonensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,rayonensis,,,,"Cook, 2002",Data Deficient,,3.1,Unknown,Global
118,521163,137185,Demarziella storeyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Demarziella,storeyi,,,,"Matthews, 1976",Data Deficient,,3.1,Unknown,Global
119,521177,137186,Onthophagus pugionatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,pugionatus,,,,"Fahraeus, 1857",Least Concern,,3.1,Unknown,Global
120,521191,137187,Canthidium viride,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,viride,,,,"(Lucas, 1857)",Least Concern,,3.1,Unknown,Global
121,521233,137191,Copris inhalatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,inhalatus,,,,"Quedenfeldt, 1884",Least Concern,,3.1,Unknown,Global
122,521275,137194,Onthophagus fuscivestis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,fuscivestis,,,,"D'Orbigny, 1902",Least Concern,,3.1,Unknown,Global
123,521289,137195,Canthon simulans,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,simulans,,,,"(Martinez, 1950)",Data Deficient,,3.1,Unknown,Global
124,521331,137198,Heliocopris japetus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Heliocopris,japetus,,,,"Klug, 1855",Least Concern,,3.1,Unknown,Global
125,521373,137201,Onthophagus cavia,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,cavia,,,,"Boucomont, 1914",Data Deficient,,3.1,Unknown,Global
126,521387,137202,Onitis mniszechi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,mniszechi,,,,"Lansberge, 1875",Data Deficient,,3.1,Unknown,Global
127,521415,137205,Canthon coloratus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,coloratus,,,,"Schmidt, 1922",Data Deficient,,3.1,Unknown,Global
128,521465,137209,Sauvagesinella palustris,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Sauvagesinella,palustris,,,,"Matthews, 1974",Least Concern,,3.1,Unknown,Global
129,521569,137213,Demarziella eungella,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Demarziella,eungella,,,,"Matthews, 1976",Data Deficient,,3.1,Unknown,Global
130,521583,137214,Bdelyrus paraensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,paraensis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
131,521625,137217,Mimonthophagus limbibasis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Mimonthophagus,limbibasis,,,,"(d'Orbigny, 1905)",Near Threatened,,3.1,Unknown,Global
132,521689,137222,Canthidium erythropterum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,erythropterum,,,,"(Lucas, 1857)",Data Deficient,,3.1,Unknown,Global
133,521753,137227,Ontherus grandis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,grandis,,,,"Luederwaldt, 1931",Near Threatened,,3.1,Unknown,Global
134,521956,137236,Dichotomius dahli,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,dahli,,,,"(Landin, 1956)",Data Deficient,,3.1,Unknown,Global
135,522020,137241,Canthidium angulicolle,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,angulicolle,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
136,522034,137242,Temnoplectron cooki,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Temnoplectron,cooki,,,,"Reid &amp; Storey, 2000",Least Concern,,3.1,Unknown,Global
137,522104,137247,Scarabaeus laevistriatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,laevistriatus,,,,"Fairmaire, 1893",Least Concern,,3.1,Unknown,Global
138,522118,137248,Scarabaeus damarensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,damarensis,,,,"Janssens, 1940",Least Concern,,3.1,Unknown,Global
139,522132,137249,Onthophagus bubalus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,bubalus,,,,"Harold, 1867",Least Concern,,3.1,Unknown,Global
140,522146,137250,Sisyphus fasciculatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Sisyphus,fasciculatus,,,,"Boheman, 1857",Least Concern,,3.1,Unknown,Global
141,522174,137252,Anomiopus howdeni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,howdeni,,,,"Canhedo, 2006",Data Deficient,,3.1,Unknown,Global
142,522188,137253,Onthophagus surdus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,surdus,,,,"Boucomont, 1925",Data Deficient,,3.1,Unknown,Global
143,522243,137255,Gyronotus mulanjensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gyronotus,mulanjensis,,,,"Davis &amp; Scholtz &amp; Harrison, 1999",Near Threatened,,3.1,Unknown,Global
144,522397,137266,Onthophagus subocelliger,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,subocelliger,,,,"Blackburn, 1903",Least Concern,,3.1,Unknown,Global
145,522411,137267,Temnoplectron rotundum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Temnoplectron,rotundum,,,,"Westwood, 1841",Least Concern,,3.1,Unknown,Global
146,522475,137272,Onthophagus alquirta,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,alquirta,,,,"Matthews, 1972",Data Deficient,,3.1,Unknown,Global
147,522489,137273,Scarabaeus nigroaeneus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,nigroaeneus,,,,"Boheman, 1857",Least Concern,,3.1,Unknown,Global
148,522503,137274,Canthon luctuosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,luctuosus,,,,"Harold, 1868",Least Concern,,3.1,Unknown,Global
149,522581,137280,Onthophagus cyaneoniger,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,cyaneoniger,,,,"D'Orbigny, 1902",Least Concern,,3.1,Unknown,Global
150,522595,137281,Pedaria ovata,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,ovata,,,,"Boucomont, 1922",Data Deficient,,3.1,Unknown,Global
151,522738,137286,Caccobius ferrugineus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Caccobius,ferrugineus,,,,"(Fåhraeus, 1857)",Least Concern,,3.1,Unknown,Global
152,522816,137293,Deltorrhinum batesi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Deltorrhinum,batesi,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global
153,522830,137294,Canthidium bokermanni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,bokermanni,,,,"(Martinez, Halffter &amp; Pereira, 1964)",Least Concern,,3.1,Unknown,Global
154,522844,137295,Onthophagus vilis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,vilis,,,,"Harold, 1877",Data Deficient,,3.1,Unknown,Global
155,522858,137296,Epirinus sulcipennis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Epirinus,sulcipennis,,,,"Boheman, 1857",Data Deficient,,3.1,Unknown,Global
156,522872,137297,Onthophagus parallelicornis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,parallelicornis,,,,"Macleay, 1887",Least Concern,,3.1,Unknown,Global
157,522928,137301,Onthophagus azusae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,azusae,,,,"Ochi &amp; Kon, 2006",Data Deficient,,3.1,Unknown,Global
158,522942,137302,Dichotomius glaucus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,glaucus,,,,"(Harold, 1869)",Least Concern,,3.1,Unknown,Global
159,522956,137303,Phanaeus bispinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Phanaeus,bispinus,,,,"Bates, 1868",Least Concern,,3.1,Unknown,Global
160,523026,137309,Onthophagus muticus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,muticus,,,,"Macleay, 1864",Least Concern,,3.1,Unknown,Global
161,523096,137314,Onthophagus diversiformis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,diversiformis,,,,"Boucomont, 1914",Data Deficient,,3.1,Unknown,Global
162,523110,137315,Onthophagus eschscholtzi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,eschscholtzi,,,,"Boucomont, 1924",Data Deficient,,3.1,Unknown,Global
163,523144,137318,Gymnopleurus andreaei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,andreaei,,,,"Ferreira, 1954",Least Concern,,3.1,Unknown,Global
164,523186,137321,Pachysoma aesculapius,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pachysoma,aesculapius,,,,"(Olivier, 1789)",Vulnerable,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global
165,523200,137322,Onthophagus granulatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,granulatus,,,,"Boheman, 1858",Least Concern,,3.1,Unknown,Global
166,523214,137323,Copris amabilis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,amabilis,,,,"Kolbe, 1914",Data Deficient,,3.1,Unknown,Global
167,523228,137324,Allogymnopleurus chloris,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Allogymnopleurus,chloris,,,,"Klug, 1855",Least Concern,,3.1,Unknown,Global
168,523283,137326,Canthidium atomarium,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,atomarium,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
169,523297,137327,Pedaria morettoi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,morettoi,,,,"Josso &amp; Prevost, 2003",Data Deficient,,3.1,Unknown,Global
170,523339,137330,Onthophagus kavirondus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,kavirondus,,,,"D'Orbigny, 1915",Least Concern,,3.1,Unknown,Global
171,523381,137333,Canthidium latum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,latum,,,,"(Blanchard, 1846)",Least Concern,,3.1,Unknown,Global
172,523423,137336,Dichotomius crinicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,crinicollis,,,,"(Germar, 1824)",Least Concern,,3.1,Unknown,Global
173,523492,137339,Uroxys variabilis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,variabilis,,,,"Robinson, 1951",Least Concern,,3.1,Unknown,Global
174,523506,137340,Oxysternon macleayi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Oxysternon,macleayi,,,,"(Nevison, 1892)",Least Concern,,3.1,Unknown,Global
175,523626,137343,Gymnopleurus thelwalli,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,thelwalli,,,,"Waterhouse, 1890",Data Deficient,,3.1,Unknown,Global
176,523648,137345,Onthophagus gulmarri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,gulmarri,,,,"Matthews, 1972",Least Concern,,3.1,Unknown,Global
177,523662,137346,Cryptocanthon brevisetosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,brevisetosus,,,,"Howden, 1973",Least Concern,,3.1,Unknown,Global
178,523732,137351,Bdelyrus metaensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,metaensis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
179,523746,137352,Canthidium flabellatum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flabellatum,,,,"Harold, 1883",Data Deficient,,3.1,Unknown,Global
180,523760,137353,Gymnopleurus aeruginosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,aeruginosus,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global
181,523774,137354,Onthophagus mundill,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,mundill,,,,"Matthews, 1972",Least Concern,,3.1,Unknown,Global
182,523894,137363,Dichotomius planicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,planicollis,,,,"(Gillet, 1911)",Least Concern,,3.1,Unknown,Global
183,523970,137365,Oniticellus pseudoplanatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Oniticellus,pseudoplanatus,,,,"Balthasar, 1964",Data Deficient,,3.1,Unknown,Global
184,523998,137367,Scybalocanthon trimaculatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scybalocanthon,trimaculatus,,,,"(Schmidt, 1922)",Least Concern,,3.1,Unknown,Global
185,524012,137368,Anomiopus nigrocoeruleus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,nigrocoeruleus,,,,"(Martinez, 1955)",Least Concern,,3.1,Unknown,Global
186,524040,137370,Copris maesi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,maesi,,,,"Ratcliffe, 1998",Data Deficient,,3.1,Unknown,Global
187,524054,137371,Pedaria spinithorax,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,spinithorax,,,,"Paulian &amp; Cambefort &amp; Mauchamp, 1982",Data Deficient,,3.1,Unknown,Global
188,524110,137375,Coptodactyla nitida,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coptodactyla,nitida,,,,"Paulian, 1933",Least Concern,,3.1,Unknown,Global
189,524237,137380,Canthidium subdopuncticolle,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,subdopuncticolle,,,,"Howden &amp; Young, 1981",Data Deficient,,3.1,Unknown,Global
