,user_tweets_count,user_friends_count,user_followers_count,retweet_count,reply_count,quote_count,favorite_count,family
546,13906,3580,1800,8,5,4,48,Cyclotornidae
547,870423,11185,57968,29,12,1,193,Dalceridae
548,0,0,0,0,0,0,0,Deoclonidae
549,0,0,0,0,0,0,0,Deuterogoniidae
550,0,0,0,0,0,0,0,Douglasiidae
551,242086,18048,23687,15,8,1,121,Drepanidae
552,0,0,0,0,0,0,0,Dudgeoneidae
553,35,95,28,0,1,0,0,Elachistidae
554,0,0,0,0,0,0,0,Endromidae
555,36987,1313,4940,1,0,0,1,Epicopeiidae
556,13906,3580,1800,7,4,4,45,Epipyropidae
557,0,0,0,0,0,0,0,Eriocottidae
558,44359,195,492,5,0,0,38,Eriocraniidae
559,0,0,0,0,0,0,0,Eupterotidae
560,134288,5853,11013,1,2,0,22,Gelechiidae
561,1273522,103489,324224,73,55,13,605,Geometridae
562,0,0,0,0,0,0,0,Glyphidoceridae
563,0,0,0,0,0,0,0,Glyphipterigidae
564,224986,1185,1884,37,9,5,224,Gracillariidae
565,0,0,0,0,0,0,0,Hedylidae
566,14828,2754,3054,4,0,0,39,Heliozelidae
567,94128,14647,19262,7,1,1,57,Hepialidae
568,206660,7669,73133,12,11,0,95,Hesperiidae
569,0,0,0,0,0,0,0,Heterobathmiidae
570,0,0,0,0,0,0,0,Heterogynidae
571,0,0,0,0,0,0,0,Himantopteridae
572,0,0,0,0,0,0,0,Hyblaeidae
573,48199,428,624,0,1,0,2,Immidae
574,33168,2463,4748,3,4,0,17,Incurvariidae
575,0,0,0,0,0,0,0,Lacturidae
576,75020,4428,21513,34,7,8,241,Lasiocampidae
577,139630,9,361,0,0,0,0,Lecithoceridae
578,0,0,0,0,0,0,0,Lemoniidae
579,1120147,207788,635174,1103,204,175,3549,Limacodidae
580,1156109,31410,57417,172,30,7,768,Lycaenidae
581,69691,2553,14826,0,1,0,16,Lymantriidae
582,310,2246,512,3,1,0,12,Lyonetiidae
583,71952,1752,74136,9,7,1,200,Megalopygidae
584,522133,29412,42664,6,32,1,219,Micropterigidae
585,9215,22,239,0,0,0,0,Mimallonidae
586,0,0,0,0,0,0,0,Mirinidae
587,0,0,0,0,0,0,0,Mnesarchaeidae
588,12520,2363,2620,0,0,0,22,Momphidae
589,0,0,0,0,0,0,0,Neopseustidae
590,10619,1323,1662,10,5,0,87,Nepticulidae
591,2271414,140129,318221,17,49,1,159,Noctuidae
592,175950,39045,52223,14,5,0,130,Notodontidae
593,2618137,141713,584839,445,60,13,1900,Nymphalidae
594,9958,202,326,1,1,0,0,Oecophoridae
595,2287,1018,683,3,2,0,25,Opostegidae
596,0,0,0,0,0,0,0,Palaephatidae
597,453818,20760,188027,296,44,19,1433,Papilionidae
598,0,0,0,0,0,0,0,Peleopodidae
599,38612171,181677,934526,50,26,9,213,Pieridae
600,27479,844,1064,0,0,0,0,Plutellidae
601,253,146,63,0,0,0,4,Prodoxidae
602,0,0,0,0,0,0,0,Prototheoridae
603,29482294,64871,160796,37,62,11,260,Psychidae
604,0,0,0,0,0,0,0,Pterolonchidae
605,343695,9097,319737,12,13,2,124,Pterophoridae
606,2151228,35609,54212,9,6,0,23,Pyralidae
607,194298,8626,31595,18,5,1,141,Riodinidae
608,0,0,0,0,0,0,0,Roeslerstammiidae
609,1852519,54825,250238,198,77,20,1531,Saturniidae
610,0,0,0,0,0,0,0,Sematuridae
611,305334,48663,68823,59,8,1,891,Sesiidae
612,0,0,0,0,0,0,0,Somabrachyidae
613,1292996,148621,600450,303,88,45,1585,Sphingidae
614,3893,175,3478,11,1,0,39,Thyrididae
615,144567,8958,55501,3,7,3,93,Tineidae
616,0,0,0,0,0,0,0,Tineodidae
617,378,101,281,5,0,0,17,Tischeriidae
618,962092,63994,59953,5,2,0,10,Tortricidae
619,6475,866,3619,31,1,3,152,Uraniidae
620,43854,3826,902029,54,3,1,72,Urodidae
621,0,0,0,0,0,0,0,Xyloryctidae
622,7392,142,2527,33,7,4,232,Yponomeutidae
623,0,0,0,0,0,0,0,Ypsolophidae
624,252794,21289,77979,52,15,9,254,Zygaenidae
625,212871,0,184,0,0,0,0,Acanthopidae
626,0,0,0,0,0,0,0,Amorphoscelidae
627,0,0,0,0,0,0,0,Chaeteessidae
628,11800,694,1007,12,6,3,22,Empusidae
629,0,0,0,0,0,0,0,Eremiaphilidae
630,548427,58584,206820,106,13,9,405,Hymenopodidae
631,0,0,0,0,0,0,0,Iridopterygidae
632,6155,1467,6518,7,5,2,31,Liturgusidae
633,873327,338937,507272,55,24,5,196,Mantidae
634,0,0,0,0,0,0,0,Mantoididae
635,0,0,0,0,0,0,0,Metallyticidae
636,0,0,0,0,0,0,0,Paraoxypilidae
637,0,0,0,0,0,0,0,Sibyllidae
638,10907,1436,226,0,1,0,0,Tarachodidae
639,9188041,220332,655593,465,433,6,3749,Thespidae
640,0,0,0,0,0,0,0,Toxoderidae
642,0,0,0,0,0,0,0,Apteropanorpidae
643,6888,159,20872,14,10,1,183,Bittacidae
644,25,59,77,0,0,0,6,Boreidae
645,0,0,0,0,0,0,0,Choristidae
646,13939,440,4936,17,0,0,68,Meropeidae
647,0,0,0,0,0,0,0,Nannochoristidae
648,8034,614,12460,0,1,0,3,Panorpidae
649,0,0,0,0,0,0,0,Panorpodidae
650,41494,8729,18718,4,6,0,39,Corydalidae
651,20085,1420,1568,2,2,1,10,Sialidae
652,156156,4881,10304,0,10,0,34,Ascalaphidae
653,27120,497,562,0,1,0,0,Berothidae
654,295839,10472,210692,21,21,7,234,Chrysopidae
655,49143,500,1686,0,1,0,2,Coniopterygidae
656,49326,6959,4780,6,1,0,20,Hemerobiidae
657,38375,3,4226,0,0,0,0,Ithonidae
658,237745,11854,112965,80,32,17,640,Mantispidae
659,145125,6728,132344,45,25,6,529,Myrmeleontidae
660,12712,3597,5209,1,3,0,18,Nemopteridae
661,72,41,40,0,1,0,0,Nevrorthidae
662,353,388,378,0,0,0,1,Nymphidae
663,35897,1251,13183,3,1,0,14,Osmylidae
664,0,0,0,0,0,0,0,Polystoechotidae
665,0,0,0,0,0,0,0,Psychopsidae
666,8019,371,3311,6,0,0,22,Sisyridae
667,47483,2914,2487,2,0,0,13,Aeshnidae
668,0,0,0,0,0,0,0,Austropetaliidae
669,0,0,0,0,0,0,0,Chlorogomphidae
670,7694,162,175,0,1,0,0,Cordulegastridae
671,0,0,0,0,0,0,0,Corduliidae
672,67208,41,3963,0,0,0,0,Gomphidae
673,15997002,663068,1028457,10,210,2,517,Libellulidae
674,65414,2,308,0,0,0,0,Macromiidae
675,0,0,0,0,0,0,0,Neopetaliidae
676,10801,5021,471,0,12,0,14,Petaluridae
677,1425,1,448,15,3,0,30,Synthemistidae
678,0,0,0,0,0,0,0,Epiophlebiidae
679,0,0,0,0,0,0,0,Amphyipterygidae
680,44208,361,7356,15,0,1,62,Calopterygidae
681,33055,0,83,0,0,0,0,Chlorocyphidae
682,0,0,0,0,0,0,0,Chorismagrionidae
683,55193,3501,5306,1,2,0,4,Coenagrionidae
684,0,0,0,0,0,0,0,Dicteriadidae
685,0,0,0,0,0,0,0,Diphlebiidae
686,0,0,0,0,0,0,0,Euphaeidae
687,0,0,0,0,0,0,0,Hemiphlebiidae
688,3142633,25170,39091,6,59,0,136,Isostictidae
689,8812,464,998,0,0,0,1,Lestidae
690,0,0,0,0,0,0,0,Megapodagrionidae
691,0,0,0,0,0,0,0,Perilestidae
692,45757,1671,4582,0,1,0,0,Platycnemididae
693,0,0,0,0,0,0,0,Platystictidae
694,0,0,0,0,0,0,0,Polythoridae
695,0,0,0,0,0,0,0,Protoneuridae
696,0,0,0,0,0,0,0,Pseudolestidae
697,0,0,0,0,0,0,0,Pseudostigmatidae
698,4406,232,499,0,0,0,0,Synlestidae
699,374973,50511,103372,29,16,3,139,Acrididae
700,0,0,0,0,0,0,0,Chorotypidae
701,0,0,0,0,0,0,0,Cylindrachetidae
702,0,0,0,0,0,0,0,Episactidae
703,34298,2457,892532,35,2,0,64,Eumastacidae
704,0,0,0,0,0,0,0,Euschmidtiidae
705,0,0,0,0,0,0,0,Lentulidae
706,3156,1606,1361,2,2,0,10,Pamphagidae
707,0,0,0,0,0,0,0,Pneumoridae
708,24407,947,21047,0,6,0,28,Proscopiidae
709,145278,2420,2972,0,0,0,1,Pyrgomorphidae
710,0,0,0,0,0,0,0,Rhipipterygidae
711,10979,4194,43394,23,10,2,230,Romaleidae
712,0,0,0,0,0,0,0,Tanaoceridae
713,13961,1231,10072,18,2,1,109,Tetrigidae
714,0,0,0,0,0,0,0,Thericleidae
715,0,0,0,0,0,0,0,Tridactylidae
716,2961,2029,9989,26,5,1,200,Trigonopterygidae
717,0,0,0,0,0,0,0,Xyronotidae
718,64531,63,10269,1,0,0,2,Anostostomatidae
719,2803,576,9632,8,1,0,77,Gryllacrididae
720,3036362,26086,13582,1,7,2,47,Gryllidae
721,182439,5768,298851,1,3,1,36,Gryllotalpidae
722,0,0,0,0,0,0,0,Myrmecophilidae
723,0,0,0,0,0,0,0,Prophalangopsidae
724,33611,358,192,0,0,0,0,Rhaphidophoridae
725,1798389,123525,198728,11,3,0,36,Stenopelmatidae
726,334668,11064,30969,15,13,1,65,Tettigoniidae
727,0,0,0,0,0,0,0,Agathemeridae
728,0,0,0,0,0,0,0,Aschiphasmatidae
729,0,0,0,0,0,0,0,Bacillidae
730,13067,2669,2197,1,0,0,6,Diapheromeridae
731,715,195,28,0,0,0,1,Heteronemiidae
732,0,0,0,0,0,0,0,Heteropterygidae
733,124482,3945,6400,1,3,0,5,Phasmatidae
734,208029,37282,714253,287,13,14,1394,Phylliidae
735,6993,281,8347,4,2,0,11,Pseudophasmatidae
736,0,0,0,0,0,0,0,Timematidae
737,0,0,0,0,0,0,0,Boopidae
738,49121,840,23819,0,0,0,12,Echinophthiriidae
739,0,0,0,0,0,0,0,Gyropidae
740,0,0,0,0,0,0,0,Haematomyzidae
741,0,0,0,0,0,0,0,Heptapsogasteridae
742,0,0,0,0,0,0,0,Hoplopleuridae
743,0,0,0,0,0,0,0,Laemobothriidae
744,0,0,0,0,0,0,0,Linognathidae
745,0,0,0,0,0,0,0,Menoponidae
746,0,0,0,0,0,0,0,Pedicinidae
747,748691,1090,5768,16,2,0,17,Pediculidae
748,84597,3379,18427,7,0,1,15,Philopteridae
749,0,0,0,0,0,0,0,Polyplacidae
750,0,0,0,0,0,0,0,Pthiridae
751,0,0,0,0,0,0,0,Ricinidae
752,0,0,0,0,0,0,0,Trichodectidae
753,318,94,235,0,0,0,1,Austroperlidae
754,160776,3339,1561,0,1,0,3,Capniidae
755,48682969,129879,2723996,5,1,0,35,Chloroperlidae
756,74,40,204,0,1,0,1,Diamphipnoidae
757,0,0,0,0,0,0,0,Eustheniidae
758,643,2094,672,0,0,0,2,Gripopterygidae
759,89836,3584,9821,2,1,0,16,Leuctridae
760,105993,1914,10514,3,1,0,31,Nemouridae
761,0,0,0,0,0,0,0,Notonemouridae
762,47,25,3,0,0,0,0,Peltoperlidae
763,707623,20056,21261,2,3,0,10,Perlidae
764,42406,693,5460,0,0,0,1,Perlodidae
765,0,0,0,0,0,0,0,Pteronarcyidae
766,0,0,0,0,0,0,0,Scopuridae
767,0,0,0,0,0,0,0,Styloperlidae
768,30443,3,3857,0,0,0,0,Taeniopterygidae
769,0,0,0,0,0,0,0,Acerentomidae
770,0,0,0,0,0,0,0,Berberentomidae
771,40651,0,184,0,0,0,0,Eosentomidae
772,0,0,0,0,0,0,0,Fujientomidae
773,0,0,0,0,0,0,0,Hesperentomidae
774,0,0,0,0,0,0,0,Sinentomidae
775,0,0,0,0,0,0,0,Amphientomidae
776,0,0,0,0,0,0,0,Amphipsocidae
777,0,0,0,0,0,0,0,Archipsocidae
778,0,0,0,0,0,0,0,Asiopsocidae
779,0,0,0,0,0,0,0,Caeciliusidae
780,0,0,0,0,0,0,0,Calopsocidae
781,0,0,0,0,0,0,0,Compsocidae
782,0,0,0,0,0,0,0,Dasydemellidae
783,0,0,0,0,0,0,0,Ectopsocidae
784,0,0,0,0,0,0,0,Electrentomidae
785,0,0,0,0,0,0,0,Elipsocidae
786,0,0,0,0,0,0,0,Epipsocidae
787,0,0,0,0,0,0,0,Hemipsocidae
788,0,0,0,0,0,0,0,Lachesillidae
789,0,0,0,0,0,0,0,Lepidopsocidae
790,0,0,0,0,0,0,0,Liposcelididae
791,0,0,0,0,0,0,0,Mesopsocidae
792,0,0,0,0,0,0,0,Musapsocidae
793,0,0,0,0,0,0,0,Myopsocidae
794,0,0,0,0,0,0,0,Pachytroctidae
795,0,0,0,0,0,0,0,Peripsocidae
796,0,0,0,0,0,0,0,Philotarsidae
797,0,0,0,0,0,0,0,Prionoglarididae
798,0,0,0,0,0,0,0,Pseudocaeciliidae
799,0,0,0,0,0,0,0,Psilopsocidae
800,36108,9009,9001,0,1,0,1,Psocidae
801,0,0,0,0,0,0,0,Psoquillidae
802,0,0,0,0,0,0,0,Psyllipsocidae
803,0,0,0,0,0,0,0,Sphaeropsocidae
804,0,0,0,0,0,0,0,Stenopsocidae
805,0,0,0,0,0,0,0,Trichopsocidae
806,0,0,0,0,0,0,0,Troctopsocidae
807,0,0,0,0,0,0,0,Trogiidae
808,0,0,0,0,0,0,0,Inocelliidae
809,78005,2521,12879,0,0,0,2,Raphidiidae
810,0,0,0,0,0,0,0,Ceratophyllidae
811,0,0,0,0,0,0,0,Chimaeropsyllidae
812,0,0,0,0,0,0,0,Coptopsyllidae
813,0,0,0,0,0,0,0,Ctenophthalmidae
814,0,0,0,0,0,0,0,Hystrichopsyllidae
815,0,0,0,0,0,0,0,Ischnopsyllidae
816,0,0,0,0,0,0,0,Leptopsyllidae
817,0,0,0,0,0,0,0,Lycopsyllidae
818,0,0,0,0,0,0,0,Macropsyllidae
819,0,0,0,0,0,0,0,Pulicidae
820,0,0,0,0,0,0,0,Pygiopsyllidae
821,0,0,0,0,0,0,0,Rhopalopsyllidae
822,0,0,0,0,0,0,0,Stephanocircidae
823,0,0,0,0,0,0,0,Stivaliidae
824,0,0,0,0,0,0,0,Vermipsyllidae
826,0,0,0,0,0,0,0,Aeolothripidae
827,0,0,0,0,0,0,0,Heterothripidae
828,44421,4159,5993,0,0,0,0,Phlaeothripidae
829,146823,1115,1042,0,0,0,2,Thripidae
830,0,0,0,0,0,0,0,Anomalopsychidae
831,0,0,0,0,0,0,0,Apataniidae
832,0,0,0,0,0,0,0,Atriplectididae
833,0,0,0,0,0,0,0,Beraeidae
834,0,0,0,0,0,0,0,Brachycentridae
835,98277,1179,4389,2,2,3,11,Calamoceratidae
836,0,0,0,0,0,0,0,Calocidae
837,0,0,0,0,0,0,0,Chathamiidae
838,0,0,0,0,0,0,0,Conoesucidae
839,0,0,0,0,0,0,0,Dipseudopsidae
840,0,0,0,0,0,0,0,Ecnomidae
841,13481,2857,2741,1,1,0,1,Glossosomatidae
842,0,0,0,0,0,0,0,Goeridae
843,0,0,0,0,0,0,0,Helicophidae
844,13869,1361,489,1,1,0,1,Helicopsychidae
845,3583,648,544,0,0,0,0,Hydrobiosidae
846,151628,8488,24099,0,4,2,6,Hydropsychidae
847,35294,659,3003,0,1,0,4,Hydroptilidae
848,0,0,0,0,0,0,0,Hydrosalpingidae
849,0,0,0,0,0,0,0,Kokiriidae
850,11048,406,399,0,0,0,5,Lepidostomatidae
851,65919,2760,8934,0,1,0,2,Leptoceridae
852,312146,5712,156949,6,8,1,36,Limnephilidae
853,0,0,0,0,0,0,0,Limnocentropodidae
854,0,0,0,0,0,0,0,Molannidae
855,30443,3,3857,0,0,0,0,Odontoceridae
856,0,0,0,0,0,0,0,Oeconesidae
857,0,0,0,0,0,0,0,Philopotamidae
858,0,0,0,0,0,0,0,Philorheithridae
859,14427,2798,1857,0,3,0,2,Phryganeidae
860,0,0,0,0,0,0,0,Phryganopsychidae
861,0,0,0,0,0,0,0,Pisuliidae
862,0,0,0,0,0,0,0,Polycentropodidae
863,2376,398,897,1,1,1,2,Psychomyiidae
864,0,0,0,0,0,0,0,Rhyacophilidae
865,0,0,0,0,0,0,0,Sericostomatidae
866,0,0,0,0,0,0,0,Stenopsychidae
867,0,0,0,0,0,0,0,Tasimiidae
868,0,0,0,0,0,0,0,Uenoidae
869,0,0,0,0,0,0,0,Xiphocentronidae
870,19275,2692,984,0,2,0,6,Zoraptera
871,0,0,0,0,0,0,0,Lepidotrichidae
872,34405,598,46471,0,1,0,5,Lepismatidae
873,7198,2,136,0,0,0,0,Nicoletiidae
874,1825,127,62,0,1,0,1,Grylloblattidae
875,259175,3180,9223,2,5,0,16,Mantophasmatodea
876,385662,21044,35326,33,23,5,171,Strepsiptera
