,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,user_tweets_count,user_friends_count,user_followers_count,retweet_count,reply_count,quote_count,favorite_count,family,tweet_count,num_tweets_with_sentiment,mean_sentiment_polarity,standard_deviation_sentiment_polarity,sentiment_analysis_transformer_mean,sentiment_analysis_transformer_sd
244,244,244,244,0,0,0,0,0,0,0,Odiniidae,0,0,,,,
245,245,245,245,48568,1182,47415,3,5,0,28,Oestridae,2,2,0.15,0.6363961030678927,-0.9762641787528992,0.01887715197954433
246,246,246,246,0,0,0,0,0,0,0,Opomyzidae,0,0,,,,
247,247,247,247,13206,1779,4637,1,0,0,10,Pachyneuridae,1,1,0.20833333333333331,0.0,0.9929895997047424,0.0
248,248,248,248,129,106,69,0,2,0,2,Pallopteridae,1,1,0.31,0.0,-0.9848402738571167,0.0
249,249,249,249,0,0,0,0,0,0,0,Pelecorhynchidae,0,0,,,,
250,250,250,250,0,0,0,0,0,0,0,Periscelididae,0,0,,,,
251,251,251,251,0,0,0,0,0,0,0,Perissommatidae,0,0,,,,
252,252,252,252,71060,3820,45044,1,4,0,55,Phoridae,10,4,-0.014346590909090913,0.13578267579661113,-0.9864589124917984,0.018974795662260333
253,253,253,253,0,0,0,0,0,0,0,Piophilidae,0,0,,,,
254,254,254,254,2017,20,103,0,0,0,0,Pipunculidae,1,1,0.0909090909090909,0.0,0.7411865592002869,0.0
255,255,255,255,0,0,0,0,0,0,0,Platypezidae,0,0,,,,
256,256,256,256,19820,3568,7467,1,0,1,7,Platystomatidae,1,1,0.30625,0.0,-0.9984099864959717,0.0
257,257,257,257,0,0,0,0,0,0,0,Pleciidae,0,0,,,,
258,258,258,258,2268,868,7136,10,1,1,70,Psilidae,1,1,0.11856060606060605,0.0,-0.99665766954422,0.0
259,259,259,259,297385,15901,70311,41,16,6,247,Psychodidae,24,11,0.1638372359963269,0.3758023047047618,-0.81917804479599,0.5084217509398985
260,260,260,260,12299,4731,3654,1,4,0,14,Ptychopteridae,5,3,0.0,0.0,-0.9972439010938009,0.0019896181002478116
261,261,261,261,8019,371,3311,2,0,0,9,Pyrgotidae,1,1,0.26875000000000004,0.0,-0.7345925569534302,0.0
262,262,262,262,258518,6105,3202,0,0,0,1,Rhagionidae,5,2,0.0,0.0,-0.8818124532699585,0.1432906869799435
263,263,263,263,84549,2553,1647,0,0,0,7,Rhinophoridae,3,2,0.25,0.0,0.0911945104598999,1.1527142837242232
264,264,264,264,28183,851,549,0,0,0,3,Richardiidae,1,0,,,,
265,265,265,265,495899,30067,63298,51,26,9,244,Sarcophagidae,37,27,0.3565352433060767,0.3192808145892717,-0.5498296530158432,0.8284696860022374
266,266,266,266,128283,7879,12585,18,5,0,90,Scathophagidae,6,5,0.2815,0.19904145296897327,-0.2056933283805847,1.0765743319672092
267,267,267,267,34405,598,46457,0,1,0,1,Scatopsidae,1,0,,,,
268,268,268,268,177914,3,56,0,0,0,0,Scenopinidae,1,0,,,,
269,269,269,269,0,0,0,0,0,0,0,Sciardoceridae,0,0,,,,
270,270,270,270,381192,5092,104909,4,9,0,46,Sciaridae,16,8,-0.015719696969696974,0.27316117620686403,-0.9790021777153015,0.02758851369635117
271,271,271,271,225838,10585,45927,1,6,0,34,Sciomyzidae,11,8,0.16605113636363636,0.17705738200240806,-0.4875122159719467,0.9145777673655758
272,272,272,272,150858,5982,13110,14,6,0,54,Sepsidae,6,4,0.3111607142857143,0.3508901645089682,-0.5030694156885147,0.9815274263180516
273,273,273,273,392742,22761,80713,12,19,3,128,Simuliidae,26,15,0.1172276735610069,0.1783961742188444,-0.3124592940012614,0.9557586435118505
274,274,274,274,0,0,0,0,0,0,0,Somatiidae,0,0,,,,
275,275,275,275,54540,3185,10660,0,1,0,3,Sphaeroceridae,2,2,-0.13194444444444445,0.1865976228131167,-0.9093897044658661,0.11870900120129817
276,276,276,276,72726,7453,46697,3,9,1,51,Stratiomyidae,15,8,0.2303645833333333,0.31876353359846943,-0.720932774245739,0.6853254571226582
277,277,277,277,0,0,0,0,0,0,0,Streblidae,0,0,,,,
278,278,278,278,84549,2553,1647,0,0,0,2,Strongylophthalmyiidae,3,0,,,,
279,279,279,279,0,0,0,0,0,0,0,Synneuridae,0,0,,,,
280,280,280,280,1981016,94204,393201,134,67,14,685,Syrphidae,121,64,0.2011818346583972,0.2501554772378807,-0.46119201462715864,0.8396904095953813
281,281,281,281,282307,64930,72220,12,3,1,62,Tabanidae,15,8,0.07579545454545454,0.11541101285847928,-0.4689348340034485,0.8593495383712764
282,282,282,282,395861,20755,43586,43,18,2,244,Tachinidae,29,16,0.14664349972943722,0.2001730842723327,-0.6444606930017471,0.7069850327198999
283,283,283,283,0,0,0,0,0,0,0,Tanyderidae,0,0,,,,
284,284,284,284,970657,11903,104576,22,15,1,144,Tephritidae,26,19,0.2041367623604466,0.17588864526184825,-0.6790358643782767,0.7178266913869618
285,285,285,285,0,0,0,0,0,0,0,Thaumaleidae,0,0,,,,
286,286,286,286,50548,3285,14558,22,3,2,84,Therevidae,3,3,0.1765079365079365,0.15686941095614013,-0.9722698132197062,0.03636175356936961
287,287,287,287,1309809,56017,751499,270,139,40,2613,Tipulidae,78,29,0.2510851122058019,0.3076135616451062,-0.3856296621519944,0.8313545869377297
288,288,288,288,67337,7762,16119,3,3,0,25,Trichoceridae,4,4,-0.025520833333333333,0.09700931548911512,-0.9931023716926575,0.0062972812577970026
289,289,289,289,157404,1856,1505,1,1,0,24,Ulidiidae,6,6,0.5744949494949495,0.2649123019062251,-0.5014871855576833,0.6814906101620267
290,290,290,290,0,0,0,0,0,0,0,Vermileonidae,0,0,,,,
291,291,291,291,0,0,0,0,0,0,0,Xenasteiidae,0,0,,,,
292,292,292,292,0,0,0,0,0,0,0,Xylomyidae,0,0,,,,
293,293,293,293,40836,0,10,0,0,0,0,Xylophagidae,1,0,,,,
294,294,294,294,0,0,0,0,0,0,0,Anisembiidae,0,0,,,,
295,295,295,295,0,0,0,0,0,0,0,Australembiidae,0,0,,,,
296,296,296,296,0,0,0,0,0,0,0,Clothodidae,0,0,,,,
297,297,297,297,0,0,0,0,0,0,0,Embiidae,0,0,,,,
298,298,298,298,0,0,0,0,0,0,0,Notoligotomidae,0,0,,,,
299,299,299,299,0,0,0,0,0,0,0,Oligotomidae,0,0,,,,
300,300,300,300,0,0,0,0,0,0,0,Teratembiidae,0,0,,,,
301,301,301,301,0,0,0,0,0,0,0,Acanthametropodidae,0,0,,,,
302,302,302,302,0,0,0,0,0,0,0,Ameletidae,0,0,,,,
303,303,303,303,0,0,0,0,0,0,0,Ameletopsidae,0,0,,,,
304,304,304,304,0,0,0,0,0,0,0,Ametropodidae,0,0,,,,
305,305,305,305,1511301,9598,26290,5,3,0,14,Baetidae,12,10,0.09507575757575756,0.19063407118621506,-0.44402686357498167,0.8439808423593644
306,306,306,306,0,0,0,0,0,0,0,Baetiscidae,0,0,,,,
307,307,307,307,0,0,0,0,0,0,0,Behningiidae,0,0,,,,
308,308,308,308,5487378,66156,53026,5,27,0,9,Caenidae,68,3,0.0,0.0,-0.9875869353612264,0.004119837094361128
309,309,309,309,0,0,0,0,0,0,0,Coloburiscidae,0,0,,,,
310,310,310,310,0,0,0,0,0,0,0,Dipteromimidae,0,0,,,,
311,311,311,311,0,0,0,0,0,0,0,Ephemerellidae,0,0,,,,
312,312,312,312,8172,789,859,0,0,0,0,Ephemeridae,1,1,0.0,0.0,-0.9945836067199707,0.0
313,313,313,313,7197,2,136,0,0,0,0,Euthyplociidae,1,1,0.13636363636363635,0.0,-0.9699724316596985,0.0
314,314,314,314,42429,734,5469,0,2,0,2,Heptageniidae,5,5,0.021787878787878783,0.18295366396675786,-0.5544732332229614,0.8664051212742186
315,315,315,315,0,0,0,0,0,0,0,Ichthybotidae,0,0,,,,
316,316,316,316,3451,1607,1508,0,1,0,7,Isonychiidae,3,3,0.13854166666666667,0.1271814853205188,-0.32270681858062744,1.1387755167275944
317,317,317,317,0,0,0,0,0,0,0,Leptohyphidae,0,0,,,,
318,318,318,318,39407,757,4966,0,1,0,9,Leptophlebiidae,5,5,0.15454545454545454,0.12526830708655154,-0.5761210799217225,0.8790306422887182
319,319,319,319,0,0,0,0,0,0,0,Metretopodidae,0,0,,,,
320,320,320,320,0,0,0,0,0,0,0,Neoephemeridae,0,0,,,,
321,321,321,321,0,0,0,0,0,0,0,Nesameletidae,0,0,,,,
322,322,322,322,0,0,0,0,0,0,0,Oligoneuriidae,0,0,,,,
323,323,323,323,0,0,0,0,0,0,0,Oniscigastridae,0,0,,,,
324,324,324,324,0,0,0,0,0,0,0,Palingeniidae,0,0,,,,
325,325,325,325,0,0,0,0,0,0,0,Polymitarcyidae,0,0,,,,
326,326,326,326,0,0,0,0,0,0,0,Potamanthidae,0,0,,,,
327,327,327,327,680,386,536,5,4,0,24,Prosopistomatidae,3,3,0.2708333333333333,0.2366211810750114,0.33885884284973145,1.1380838039216996
328,328,328,328,0,0,0,0,0,0,0,Rallidentidae,0,0,,,,
329,329,329,329,0,0,0,0,0,0,0,Siphlaenigmatidae,0,0,,,,
330,330,330,330,0,0,0,0,0,0,0,Siphlonuridae,0,0,,,,
331,331,331,331,0,0,0,0,0,0,0,Teloganodidae,0,0,,,,
332,332,332,332,0,0,0,0,0,0,0,Tricorythidae,0,0,,,,
333,333,333,334,76163,3546,3317,2,1,1,16,Acanthosomatidae,4,1,0.0,0.0,-0.9952301383018494,0.0
334,334,334,335,0,0,0,0,0,0,0,Achilidae,0,0,,,,
335,335,335,336,0,0,0,0,0,0,0,Achilixiidae,0,0,,,,
336,336,336,337,0,0,0,0,0,0,0,Aetalionidae,0,0,,,,
337,337,337,338,0,0,0,0,0,0,0,Aleyrodoidea,0,0,,,,
338,338,338,339,284298,6991,56636,0,3,0,16,Alydidae,7,3,0.05833333333333333,0.10103629710818453,-0.9712458848953247,0.03840318062507019
339,339,339,340,7101,1235,2531,0,2,0,2,Anthocoridae,3,1,-0.05,0.0,-0.9973729848861694,0.0
340,340,340,341,0,0,0,0,0,0,0,Aphelocheiridae,0,0,,,,
341,341,341,342,29138,1929,3789,0,2,0,4,Aphidoidea,7,4,0.2294034090909091,0.3066990421744581,-0.48246097564697266,0.9882907688535866
342,342,342,343,12951,1959,1872,12,2,0,44,Aphrophoridae,2,1,-0.12916666666666665,0.0,-0.9958568215370178,0.0
343,343,343,344,17977,652,816,0,0,0,0,Aradidae,3,3,0.07575757575757575,0.06943296507508848,-0.967721958955129,0.014557320687537812
344,344,344,345,237936,21753,239688,34,34,18,738,Belostomatidae,26,12,0.1317939814814815,0.2785656595196669,-0.487613245844841,0.8547305900830776
345,345,345,346,2994,546,3384,0,0,0,8,Berytidae,3,2,0.0,0.0,-0.20290017127990723,1.126405799415238
346,346,346,347,7197,2,136,0,0,0,0,Caliscelidae,1,1,0.19318181818181815,0.0,-0.9789428114891052,0.0
347,347,347,348,0,0,0,0,0,0,0,Canopidae,0,0,,,,
348,348,348,349,196333,2802,41842,10,17,5,154,Cercopidae,6,3,-0.08333333333333333,0.14433756729740646,-0.9860358238220215,0.01282751775534016
349,349,349,350,731778,13918,256904,107,68,16,1027,Cicadellidae,48,22,0.12889757969303425,0.20082489447071844,-0.671971776268699,0.6855249650336663
350,350,350,351,939763,71700,380114,205,70,28,816,Cicadidae,37,15,0.05358585858585858,0.14622430771126624,-0.5974390427271525,0.8010474603916504
351,351,351,352,324535,3183,5053,10,4,2,2,Cimicidae,12,4,0.14583333333333331,0.10485881160098262,-0.990229994058609,0.008422595544796106
352,352,352,353,57270,652,8122,1,0,0,3,Cixiidae,4,4,0.10227272727272728,0.06818181818181818,0.4611990451812744,0.9567337630703434
353,353,353,354,6887,159,20870,1,1,0,54,Clastopteridae,1,0,,,,
354,354,354,355,101289,5277,54443,13,4,2,33,Coccoidea,9,4,-0.08536931818181817,0.3454577772850222,-0.9938706606626511,0.008938092436236021
355,355,355,356,0,0,0,0,0,0,0,Colobathristidae,0,0,,,,
356,356,356,357,912600,59782,666029,77,89,13,1125,Coreidae,77,31,0.1634286412512219,0.297279874325723,-0.5570711108946031,0.8167832402764057
357,357,357,358,62512,4640,8840,0,2,0,4,Corixidae,7,7,0.11788690476190475,0.3447918738043997,-0.43552534920828684,0.9164327270676503
358,358,358,359,61876,3606,1882,0,2,0,7,Cydnidae,6,5,0.027272727272727268,0.06098367211363063,-0.9917733550071717,0.007282973102093226
359,359,359,360,40066,6412,10995,0,1,0,7,Delphacidae,5,4,0.1789772727272727,0.2325847027200928,-0.42412982881069183,0.9488745087392271
360,360,360,361,44594,385,45612,11,18,5,192,Derbidae,5,3,0.04545454545454545,0.07872958216222169,-0.9424647490183512,0.0693744790313241
361,361,361,362,10016,2307,4548,1,2,0,27,Dictyopharidae,3,2,0.49375,0.15026019100214133,-0.0014998018741607666,1.4107326120077317
362,362,362,363,30443,3,3857,0,0,0,1,Dinidoridae,2,2,0.07954545454545453,0.01607060866333062,0.9706112146377563,0.004313898532484047
363,363,363,364,61793,1439,5449,3,2,1,12,Dipsocoridae,3,2,0.12973484848484848,0.0013392173886108845,0.9378259479999542,0.006614315671057155
364,364,364,365,0,0,0,0,0,0,0,Epipygidae,0,0,,,,
365,365,365,366,0,0,0,0,0,0,0,Enicocephalidae,0,0,,,,
366,366,366,367,0,0,0,0,0,0,0,Eurybrachyidae,0,0,,,,
367,367,367,368,22560,4862,7372,0,0,0,4,Flatidae,6,4,0.13333333333333333,0.1632993161855452,-0.9892189353704453,0.01650733786070513
368,368,368,369,208257,1744,11481,75,6,2,280,Fulgoridae,13,8,-0.037002840909090916,0.287428677677954,-0.7349387928843498,0.6983984880579933
369,369,369,370,0,0,0,0,0,0,0,Gelastocoridae,0,0,,,,
370,370,370,371,104493,5386,159577,9,5,3,200,Gerridae,13,10,-0.00020833333333333812,0.3031764227096775,-0.42949308156967164,0.8999493434682279
371,371,371,372,0,0,0,0,0,0,0,Hebridae,0,0,,,,
372,372,372,373,0,0,0,0,0,0,0,Hermatobatidae,0,0,,,,
373,373,373,374,0,0,0,0,0,0,0,Hydrometridae,0,0,,,,
374,374,374,375,0,0,0,0,0,0,0,Hyocephalidae,0,0,,,,
375,375,375,376,0,0,0,0,0,0,0,Idiostolidae,0,0,,,,
376,376,376,377,1324,196,139,0,2,0,2,Issidae,3,2,0.0,0.0,-0.9910524487495422,0.005139218120024375
377,377,377,378,0,0,0,0,0,0,0,Joppeicidae,0,0,,,,
378,378,378,379,6499,1091,182,0,0,0,2,Largidae,8,6,0.12777777777777774,0.18787308560913216,-0.9813555479049683,0.02011750713973031
379,379,379,380,30443,3,3857,0,0,0,1,Leptopodidae,2,2,-0.03787878787878789,0.12320799975220145,-0.8889518976211548,0.09392686501113502
380,380,380,381,0,0,0,0,0,0,0,Lestoniidae,0,0,,,,
381,381,381,382,840,306,385,6,0,0,56,Lophopidae,1,1,0.0,0.0,-0.8600786924362183,0.0
382,382,382,383,0,0,0,0,0,0,0,Lyctocoridae,0,0,,,,
383,383,383,384,246612,6959,69335,8,10,0,59,Lygaeidae,15,7,-0.058864151721294576,0.16073645381917007,-0.9826208693640572,0.020128020602502822
384,384,384,385,0,0,0,0,0,0,0,Machaerotidae,0,0,,,,
385,385,385,386,0,0,0,0,0,0,0,Macroveliidae,0,0,,,,
386,386,386,387,0,0,0,0,0,0,0,Malcidae,0,0,,,,
387,387,387,388,0,0,0,0,0,0,0,Meenoplidae,0,0,,,,
388,388,388,389,331701,23568,170698,31,32,8,319,Membracidae,31,19,0.10004670767828663,0.18755561775805416,-0.468454498993723,0.8675763580058642
389,389,389,390,0,0,0,0,0,0,0,Mesoveliidae,0,0,,,,
390,390,390,391,0,0,0,0,0,0,0,Microphysidae,0,0,,,,
391,391,391,392,204611,22895,50621,5,19,0,45,Miridae,24,19,-0.016533046631730847,0.20700054457349185,-0.882843880276931,0.45542547207748363
392,392,392,393,0,0,0,0,0,0,0,Myerslopiidae,0,0,,,,
393,393,393,394,18582,4453,3527,3,3,1,15,Nabidae,2,2,0.390625,0.06629126073623882,-0.8912539780139923,0.1347554022474568
394,394,394,395,15988,454,292,0,2,0,0,Naucoridae,2,2,0.025000000000000005,0.03535533905932738,-0.988495409488678,0.012376422065224033
395,395,395,396,43886,2620,22022,0,5,0,6,Nepidae,6,3,0.1,0.458257569495584,-0.9568540255228678,0.0693745204562899
396,396,396,397,0,0,0,0,0,0,0,Nogodinidae,0,0,,,,
397,397,397,398,205265,1680,5633,0,1,0,3,Notonectidae,6,5,0.16311868686868689,0.19874278033537512,-0.9576340913772583,0.05081251477673562
398,398,398,399,0,0,0,0,0,0,0,Ochteridae,0,0,,,,
399,399,399,400,0,0,0,0,0,0,0,Paraphrynoveliidae,0,0,,,,
400,400,400,401,0,0,0,0,0,0,0,Peloridiidae,0,0,,,,
401,401,401,402,1393917,56897,824633,32,47,0,369,Pentatomidae,88,39,0.047119084619084615,0.1719242189125311,-0.6614524615116608,0.7104812771068771
402,402,402,403,0,0,0,0,0,0,0,Phloeidae,0,0,,,,
403,403,403,404,0,0,0,0,0,0,0,Phylloxeroidea,0,0,,,,
404,404,404,405,0,0,0,0,0,0,0,Phymatidae,0,0,,,,
405,405,405,406,0,0,0,0,0,0,0,Piesmatidae,0,0,,,,
406,406,406,407,7146,56,3493,14,1,0,55,Plataspidae,2,2,0.05,0.07071067811865478,-0.9961795210838318,0.0018717415423688038
407,407,407,408,0,0,0,0,0,0,0,Pleidae,0,0,,,,
408,408,408,409,0,0,0,0,0,0,0,Plokiophilidae,0,0,,,,
409,409,409,410,3054,630,428,2,0,0,11,Psylloidea,2,1,0.0,0.0,-0.992987334728241,0.0
410,410,410,411,147788,6234,81844,1,12,0,57,Pyrrhocoridae,18,12,0.1253968253968254,0.21481676220633425,-0.1628299504518509,1.0201986346642489
411,411,411,412,833687,36401,439723,114,64,11,801,Reduviidae,91,47,-0.019548409628196862,0.2047728783118472,-0.8886591437015128,0.39647107153297334
412,412,412,413,113757,8271,40417,6,6,1,52,Rhopalidae,11,11,0.16406565656565655,0.27440721808725044,-0.49757772142236883,0.849891037849349
413,413,413,414,6006,110,6658,1,0,0,11,Ricaniidae,2,1,0.0,0.0,-0.995132327079773,0.0
414,414,414,415,7166,1296,1088,0,0,0,0,Saldidae,2,2,0.35,0.4949747468305832,-0.8859606385231018,0.12475779045903614
415,415,415,416,30443,3,3857,0,0,0,1,Schizopteridae,2,2,0.13636363636363635,0.0,-0.9736754596233368,0.0022354266981693084
416,416,416,417,467764,8848,84819,36,21,3,341,Scutelleridae,18,10,0.1036111111111111,0.25806288113032444,-0.5510386765003205,0.8220008940911989
417,417,417,418,1023,591,637,2,0,0,12,Stenocephalidae,1,0,,,,
418,418,418,419,7198,2,136,0,0,0,0,Termitaphididae,1,1,0.13636363636363635,0.0,-0.9925776124000549,0.0
419,419,419,420,17538,191,3407,26,2,2,129,Tessaratomidae,2,2,0.0,0.0,-0.0010579824447631836,1.409609356348068
420,420,420,421,0,0,0,0,0,0,0,Tettigometridae,0,0,,,,
421,421,421,422,0,0,0,0,0,0,0,Thaumastocoridae,0,0,,,,
422,422,422,423,890085,3178,15289,13,5,1,85,Tingidae,15,12,0.056830667885355374,0.07781888764595565,-0.4672170430421829,0.8763486986632025
423,423,423,424,30443,3,3857,0,0,0,1,Tropiduchidae,2,2,0.037878787878787866,0.02785572168310641,-0.9917693734169006,0.0019407780802296484
424,424,424,425,19,27,26,2,0,0,13,Veliidae,1,1,0.0,0.0,-0.979438841342926,0.0
425,425,425,426,0,0,0,0,0,0,0,Velocipedidae,0,0,,,,
426,426,426,427,3417,414,399,0,0,0,5,Agaonidae,1,1,0.0,0.0,-0.9796888828277588,0.0
427,427,427,428,0,0,0,0,0,0,0,Ampulicidae,0,0,,,,
428,428,428,429,0,0,0,0,0,0,0,Anaxyelidae,0,0,,,,
429,429,429,430,289270,23276,36681,12,24,0,116,Andrenidae,36,26,0.09245271221833723,0.22296914833827744,-0.5401580723432394,0.8249200621765987
430,430,430,431,17585,878,3069,6,7,0,35,Aphelinidae,7,6,-0.0382936507936508,0.24372442788898085,-0.657455156246821,0.7891747445368478
431,431,431,432,3146695,77289,271949,188,47,11,710,Apidae,150,71,0.10476246367091438,0.19173992488028999,-0.7251072584743231,0.6478409312967505
432,432,432,433,238416,6077,25876,0,4,0,3,Argidae,7,5,-0.13458333333333333,0.26208465818425075,-0.8447824954986572,0.21615077293709878
433,433,433,434,57885,2,409,0,1,0,0,Aulacidae,2,2,0.06818181818181818,0.09642365197998376,-0.7435997426509857,0.34304765639920576
434,434,434,435,104411,7567,4580,0,1,0,21,Bethylidae,7,3,0.13056739267676767,0.07666191296817383,-0.2631544272104899,1.0964284376169433
435,435,435,436,0,0,0,0,0,0,0,Blasticotomidae,0,0,,,,
436,436,436,437,273454,16413,94377,18,20,4,115,Braconidae,40,23,0.07971096837944662,0.0794697556920941,-0.6506005292353423,0.7183745475005822
437,437,437,438,57885,2,409,0,1,0,0,Bradynobaenidae,2,2,0.06818181818181818,0.09642365197998376,-0.7240779995918274,0.3154397426037812
438,438,438,439,99487,200,2819,6,4,0,30,Cephidae,3,1,0.0,0.0,0.9980360865592957,0.0
439,439,439,440,10310,674,946,1,6,0,13,Ceraphronidae,3,2,0.1608901515151515,0.03468573036502195,-0.8883539438247681,0.14960049167050943
440,440,440,441,87369,3563,9242,5,7,0,53,Chalcididae,9,7,0.0816991341991342,0.19114459508744314,-0.6714074696813311,0.7385713304063811
441,441,441,442,363121,20059,33908,19,11,1,177,Chrysididae,18,9,0.2315572390572391,0.2450130391127621,-0.543753100766076,0.8732562874052431
442,442,442,443,103409,4582,18195,0,3,0,13,Cimbicidae,9,8,0.034375,0.2572919679003442,-0.5002129748463631,0.9140228125441928
443,443,443,444,42405,6914,10195,4,3,0,15,Colletidae,9,8,0.08087121212121212,0.168988039702931,-0.025823459029197693,0.9644653169955925
444,444,444,445,91105,2594,28815,5,6,0,98,Crabronidae,13,5,0.18227272727272725,0.3809866486456986,-0.920695424079895,0.12691162501262718
445,445,445,446,86163,2324,1813,12,9,0,49,Cynipidae,8,5,0.18724242424242424,0.0817091304679994,-0.18201377391815185,1.0783622329063067
446,446,446,447,6006,541,1303,3,1,1,14,Diapriidae,3,2,0.1464285714285714,0.2070812716332032,-0.9832136631011963,0.02186527924526969
447,447,447,448,453,553,109,0,0,0,2,Diprionidae,1,0,,,,
448,448,448,449,61066,292,4032,1,0,0,2,Encyrtidae,5,4,0.08238636363636362,0.09791868147508004,-0.983513668179512,0.010293045139300678
449,449,449,450,41607,423,973,0,2,0,1,Eucharitidae,3,3,0.10309343434343432,0.1824971867170192,0.26743318637212116,1.0999933703379525
450,450,450,451,107551,14400,16639,25,4,0,169,Eulophidae,16,3,0.1416666666666667,0.2453738644055909,-0.3238036433855693,1.1225075938056137
451,451,451,452,37641,5,3993,2,0,0,1,Eupelmidae,3,3,0.0909090909090909,0.07872958216222169,-0.3953325152397156,1.0033338148044104
452,452,452,453,10615,416,535,0,0,0,2,Eurytomidae,2,1,0.13636363636363635,0.0,-0.9863380193710327,0.0
453,453,453,454,148243,5364,125076,28,13,4,193,Evaniidae,14,2,0.0,0.0,-0.9701283872127533,0.001975886405039223
454,454,454,455,21594,6,408,0,0,0,0,Figitidae,3,3,0.1212121212121212,0.0262431940540739,-0.8962660431861877,0.0773501329504733
455,455,455,456,1902888,76845,116586,82,43,10,638,Formicidae,120,68,0.0642731808632544,0.282436213994728,-0.570604623240583,0.7638209638009459
456,456,456,457,1942,344,1034,0,0,0,3,Gasteruptiidae,1,0,,,,
457,457,457,458,641138,14643,81379,60,19,7,250,Halictidae,35,31,0.12001235715449425,0.18802709491862146,-0.4577635930430505,0.8506832590542467
458,458,458,459,0,0,0,0,0,0,0,Heloridae,0,0,,,,
459,459,459,460,0,0,0,0,0,0,0,Ibaliidae,0,0,,,,
460,460,460,461,1642658,42031,309623,203,63,13,1004,Ichneumonidae,82,49,0.08138060635509617,0.17986394929836103,-0.7573052583908548,0.5540096402419926
461,461,461,462,1893,2431,766,0,2,0,7,Liopteridae,1,1,0.4375,0.0,0.9836685657501221,0.0
462,462,462,463,0,0,0,0,0,0,0,Maamingidae,0,0,,,,
463,463,463,464,227252,19332,27367,33,19,2,288,Megachilidae,33,25,0.2350530303030303,0.26731262112007675,-0.1911059594154358,0.9654865633656619
464,464,464,465,0,0,0,0,0,0,0,Megalodontesidae,0,0,,,,
465,465,465,466,0,0,0,0,0,0,0,Megalyridae,0,0,,,,
466,466,466,467,0,0,0,0,0,0,0,Megaspilidae,0,0,,,,
467,467,467,468,33313,5091,10274,21,4,2,106,Melittidae,8,4,0.30625,0.1328768226591831,-0.9765284210443497,0.025582922214385857
468,468,468,469,679,56,2077,0,0,0,2,Monomachidae,1,0,,,,
469,469,469,470,414575,50110,178359,21,27,5,391,Mutillidae,32,18,0.07341269841269843,0.213469500610922,-0.6572124130196042,0.7331921025360408
470,470,470,471,82958,11665,15244,13,11,1,112,Mymaridae,19,14,0.14758554937126367,0.2485595667158773,-0.2685005153928484,0.9700558935256459
471,471,471,472,0,0,0,0,0,0,0,Mymarommatidae,0,0,,,,
472,472,472,473,0,0,0,0,0,0,0,Orussidae,0,0,,,,
473,473,473,474,50687,0,273,0,1,0,0,Pamphiliidae,1,1,0.0,0.0,-0.5010284185409546,0.0
474,474,474,475,0,0,0,0,0,0,0,Pelecinidae,0,0,,,,
475,475,475,476,93151,3220,26841,7,2,2,25,Pergidae,3,2,-0.153125,0.3579728079756897,-0.00170212984085083,1.411388880585895
476,476,476,477,0,0,0,0,0,0,0,Perilampidae,0,0,,,,
477,477,477,478,49803,1133,2423,2,2,1,12,Platygastridae,8,7,0.10649350649350647,0.0499901603856176,-0.9715681331498283,0.020957948043089664
478,478,478,479,0,0,0,0,0,0,0,Plumariidae,0,0,,,,
479,479,479,480,1011120,33298,410914,43,37,1,629,Pompilidae,54,16,0.10211292613636364,0.15680877938812846,-0.9684129655361176,0.05879095089675772
480,480,480,481,0,0,0,0,0,0,0,Proctotrupidae,0,0,,,,
481,481,481,482,155351,2307,61389,10,2,0,30,Pteromalidae,10,8,0.109832702020202,0.15193290229529285,-0.04945823550224304,1.004494704885063
482,482,482,483,0,0,0,0,0,0,0,Roproniidae,0,0,,,,
483,483,483,484,0,0,0,0,0,0,0,Rotoitidae,0,0,,,,
484,484,484,485,32919,2872,5011,2,0,0,20,Sapygidae,3,2,0.5018518518518519,0.7044878671821531,-0.9988301396369934,0.0011882039532191246
485,485,485,486,685962,445,5842,3,1,0,10,Scelionidae,3,2,0.024999999999999998,0.10606601717798213,-0.9897755682468414,0.009463021161908482
486,486,486,487,0,0,0,0,0,0,0,Scolebythidae,0,0,,,,
487,487,487,488,263401,2051,95838,2,3,1,36,Scoliidae,5,0,,,,
488,488,488,489,162390,1978,12210,2,1,0,3,Siricidae,2,0,,,,
489,489,489,490,0,0,0,0,0,0,0,Sierolomorphidae,0,0,,,,
490,490,490,491,165302,6860,182712,65,64,21,992,Sphecidae,20,5,0.06298701298701298,0.08752996258314086,-0.217795991897583,1.0330613422826687
491,491,491,492,9235,654,611,0,0,0,0,Stenotritidae,1,1,0.05,0.0,-0.9935802221298218,0.0
492,492,492,493,142863,4866,10711,1,1,0,6,Stephanidae,3,1,0.06818181818181818,0.0,-0.9793804883956909,0.0
493,493,493,494,291508,2913,10930,0,2,0,18,Tenthredinidae,10,8,0.08731060606060606,0.08009217395931426,-0.2964766323566437,0.9498635353149961
494,494,494,495,0,0,0,0,0,0,0,Tetracampidae,0,0,,,,
495,495,495,496,23343,3,139,0,0,0,0,Tiphiidae,2,1,0.13636363636363635,0.0,-0.9810153245925903,0.0
